Geography,Cases,Rate per 100000
"Wells County, IN","62","221.7"
"White County, IN","84","345.8"
"Whitley County, IN","106","317.3"
"Adair County, IA","23","318.2"
"Adams County, IA","10","263.4"
"Allamakee County, IA","16","115.2"
"Appanoose County, IA","16","127.7"
"Audubon County, IA","8","138.6"
"Benton County, IA","54","210.5"
"Black Hawk County, IA","958","717.8"
"Boone County, IA","86","322.8"
"Bremer County, IA","66","267.0"
"Buchanan County, IA","58","275.4"
"Buena Vista County, IA","62","302.5"
"Butler County, IA","30","201.1"
"Calhoun County, IA","23","234.3"
"Carroll County, IA","46","224.4"
"Cass County, IA","31","230.9"
"Cedar County, IA","43","234.5"
"Cerro Gordo County, IA","48","111.6"
"Cherokee County, IA","28","241.9"
"Chickasaw County, IA","25","206.7"
"Clarke County, IA","16","172.8"
"Clay County, IA","48","290.8"
"Clayton County, IA","24","136.0"
"Clinton County, IA","230","481.5"
"Crawford County, IA","73","427.1"
"Dallas County, IA","215","268.3"
"Davis County, IA","32","364.9"
"Decatur County, IA","39","474.5"
"Delaware County, IA","40","229.8"
"Des Moines County, IA","244","609.2"
"Dickinson County, IA","29","169.5"
"Dubuque County, IA","237","244.0"
"Emmet County, IA","32","327.6"
"Fayette County, IA","56","276.4"
"Floyd County, IA","23","144.1"
"Franklin County, IA","22","213.7"
"Fremont County, IA","18","260.6"
"Greene County, IA","25","276.9"
"Grundy County, IA","19","152.8"
"Guthrie County, IA","30","281.0"
"Hamilton County, IA","43","283.1"
"Hancock County, IA","10","91.1"
"Hardin County, IA","62","357.0"
"Harrison County, IA","39","273.4"
"Henry County, IA","46","230.6"
"Howard County, IA","9","95.6"
"Humboldt County, IA","29","303.5"
"Ida County, IA","5","71.1"
"Iowa County, IA","30","182.9"
"Jackson County, IA","34","174.9"
"Jasper County, IA","99","268.8"
"Jefferson County, IA","38","216.5"
"Johnson County, IA","862","597.6"
"Jones County, IA","23","112.4"
"Keokuk County, IA","20","196.8"
"Kossuth County, IA","18","118.7"
"Lee County, IA","84","239.4"
"Linn County, IA","1,210","550.2"
"Louisa County, IA","27","241.4"
"Lucas County, IA","21","241.9"
"Lyon County, IA","16","136.2"
"Madison County, IA","38","241.2"
"Mahaska County, IA","128","573.4"
"Marion County, IA","86","258.3"
"Marshall County, IA","203","498.2"
"Mills County, IA","41","276.2"
"Mitchell County, IA","5","46.2"
"Monona County, IA","13","144.8"
"Monroe County, IA","15","188.1"
"Montgomery County, IA","38","371.3"
"Muscatine County, IA","175","406.9"
"O'brien County, IA","21","150.2"
"Osceola County, IA","11","178.7"
"Page County, IA","43","276.9"
"Palo Alto County, IA","18","197.1"
"Plymouth County, IA","68","274.2"
"Pocahontas County, IA","6","85.6"
"Polk County, IA","2,746","587.1"
"Pottawattamie County, IA","437","466.5"
"Poweshiek County, IA","52","280.3"
"Ringgold County, IA","18","355.2"
"Sac County, IA","18","179.6"
"Scott County, IA","969","563.0"
"Shelby County, IA","22","184.5"
"Sioux County, IA","44","125.9"
"Story County, IA","444","462.4"
"Tama County, IA","44","253.8"
"Taylor County, IA","16","257.9"
"Union County, IA","48","385.0"
"Van Buren County, IA","12","163.4"
"Wapello County, IA","241","685.2"
"Warren County, IA","143","294.1"
"Washington County, IA","46","206.8"
"Wayne County, IA","8","125.3"
"Webster County, IA","248","669.0"
"Winnebago County, IA","8","75.4"
"Winneshiek County, IA","40","193.2"
"Woodbury County, IA","623","606.1"
"Worth County, IA","8","105.7"
"Wright County, IA","27","211.4"
"Allen County, KS","27","212.3"
"Anderson County, KS","18","230.5"
"Atchison County, KS","57","347.6"
"Barber County, KS","10","207.3"
"Barton County, KS","97","357.9"
"Bourbon County, KS","56","380.6"
"Brown County, KS","22","225.0"
"Butler County, KS","171","256.2"
"Chase County, KS","2","74.7"
"Chautauqua County, KS","9","264.6"
"Cherokee County, KS","63","306.8"
"Cheyenne County, KS","2","74.7"
"Clark County, KS","1","47.7"
"Clay County, KS","11","131.8"
"Cloud County, KS","22","238.6"
"Coffey County, KS","10","119.3"
"Comanche County, KS","4","217.0"
"Cowley County, KS","123","343.7"
"Crawford County, KS","150","382.5"
"Decatur County, KS","4","136.4"
"Dickinson County, KS","45","233.1"
"Doniphan County, KS","15","192.4"
"Douglas County, KS","679","575.2"
"Edwards County, KS","5","168.5"
"Elk County, KS","2","76.8"
"Ellis County, KS","125","430.6"
"Ellsworth County, KS","11","173.4"
"Finney County, KS","204","549.6"
"Ford County, KS","137","396.7"
"Franklin County, KS","72","281.2"
"Geary County, KS","192","518.5"
"Gove County, KS","0","0.0"
"Graham County, KS","2","77.2"
"Grant County, KS","19","245.7"
"Gray County, KS","8","130.4"
"Greeley County, KS","2","150.4"
"Greenwood County, KS","7","112.1"
"Hamilton County, KS","8","323.4"
"Harper County, KS","14","240.7"
"Harvey County, KS","141","402.0"
"Haskell County, KS","11","270.7"
"Hodgeman County, KS","1","52.8"
"Jackson County, KS","48","359.9"
"Jefferson County, KS","57","301.1"
"Jewell County, KS","2","67.3"
"Johnson County, KS","1,761","303.5"
"Kearny County, KS","12","303.3"
"Kingman County, KS","19","247.2"
"Kiowa County, KS","6","234.0"
"Labette County, KS","51","245.2"
"Lane County, KS","1","59.9"
"Leavenworth County, KS","302","380.8"
"Lincoln County, KS","3","96.6"
"Linn County, KS","29","304.1"
"Logan County, KS","5","177.0"
"Lyon County, KS","156","467.9"
"Mcpherson County, KS","107","369.7"
"Marion County, KS","20","165.2"
"Marshall County, KS","17","171.1"
"Meade County, KS","11","254.0"
"Miami County, KS","71","218.1"
"Mitchell County, KS","14","222.9"
"Montgomery County, KS","121","363.2"
"Morris County, KS","12","212.6"
"Morton County, KS","8","266.0"
"Nemaha County, KS","8","78.2"
"Neosho County, KS","35","214.1"
"Ness County, KS","6","199.7"
"Norton County, KS","7","126.1"
"Osage County, KS","40","252.4"
"Osborne County, KS","11","298.7"
"Ottawa County, KS","13","217.6"
"Pawnee County, KS","11","160.9"
"Phillips County, KS","10","184.2"
"Pottawatomie County, KS","46","197.4"
"Pratt County, KS","29","299.2"
"Rawlins County, KS","3","119.7"
"Reno County, KS","300","470.8"
"Republic County, KS","6","127.0"
"Rice County, KS","30","300.7"
"Riley County, KS","514","683.1"
"Rooks County, KS","5","96.6"
"Rush County, KS","3","95.8"
"Russell County, KS","8","113.7"
"Saline County, KS","280","502.8"
"Scott County, KS","15","302.2"
"Sedgwick County, KS","2,838","554.8"
"Seward County, KS","119","514.0"
"Shawnee County, KS","953","533.2"
"Sheridan County, KS","1","39.8"
"Sherman County, KS","15","250.7"
"Smith County, KS","5","135.0"
"Stafford County, KS","7","165.3"
"Stanton County, KS","4","193.1"
"Stevens County, KS","5","86.1"
"Sumner County, KS","56","237.9"
"Thomas County, KS","19","240.4"
"Trego County, KS","5","170.8"
"Wabaunsee County, KS","12","172.6"
"Wallace County, KS","1","65.9"
"Washington County, KS","8","142.9"
"Wichita County, KS","3","139.1"
"Wilson County, KS","18","203.3"
"Woodson County, KS","5","160.5"
"Wyandotte County, KS","1,314","804.3"
"Adair County, KY","49","257.5"
"Allen County, KY","34","164.7"
"Anderson County, KY","98","445.9"
"Ballard County, KY","33","401.9"
"Barren County, KY","173","397.1"
"Bath County, KY","26","212.6"
"Bell County, KY","68","248.7"
"Boone County, KY","462","361.8"
"Bourbon County, KY","63","313.2"
"Boyd County, KY","107","221.4"
"Boyle County, KY","84","281.8"
"Bracken County, KY","15","180.3"
"Breathitt County, KY","25","185.4"
"Breckinridge County, KY","39","194.8"
"Bullitt County, KY","157","199.5"
"Butler County, KY","29","224.1"
"Caldwell County, KY","49","386.4"
"Calloway County, KY","173","451.2"
"Campbell County, KY","384","417.1"
"Carlisle County, KY","13","266.7"
"Carroll County, KY","51","476.7"
"Carter County, KY","51","187.8"
"Casey County, KY","29","183.5"
"Christian County, KY","333","454.2"
"Clark County, KY","151","422.3"
"Clay County, KY","19","90.4"
"Clinton County, KY","9","88.5"
"Crittenden County, KY","15","163.3"
"Cumberland County, KY","10","148.0"
"Daviess County, KY","491","494.7"
"Edmonson County, KY","27","224.9"
"Elliott County, KY","5","65.4"
"Estill County, KY","28","194.8"
"Fayette County, KY","2,200","699.5"
"Fleming County, KY","29","198.1"
"Floyd County, KY","70","185.4"
"Franklin County, KY","268","532.0"
"Fulton County, KY","42","673.3"
"Gallatin County, KY","15","173.7"
"Garrard County, KY","54","313.3"
"Grant County, KY","89","359.5"
"Graves County, KY","115","307.3"
"Grayson County, KY","74","282.2"
"Green County, KY","18","163.5"
"Greenup County, KY","43","119.2"
"Hancock County, KY","25","287.6"
"Hardin County, KY","570","535.5"
"Harlan County, KY","34","122.7"
"Harrison County, KY","67","357.1"
"Hart County, KY","65","352.2"
"Henderson County, KY","153","329.7"
"Henry County, KY","33","211.3"
"Hickman County, KY","7","151.8"
"Hopkins County, KY","126","272.6"
"Jackson County, KY","21","157.3"
"Jefferson County, KY","5,221","683.7"
"Jessamine County, KY","138","265.6"
"Johnson County, KY","28","120.8"
"Kenton County, KY","801","485.4"
"Knott County, KY","9","57.4"
"Knox County, KY","147","463.3"
"Larue County, KY","43","301.9"
"Laurel County, KY","133","221.3"
"Lawrence County, KY","8","50.8"
"Lee County, KY","4","59.2"
"Leslie County, KY","12","112.0"
"Letcher County, KY","24","103.8"
"Lewis County, KY","32","233.9"
"Lincoln County, KY","62","253.4"
"Livingston County, KY","24","257.6"
"Logan County, KY","89","330.7"
"Lyon County, KY","29","349.1"
"Mccracken County, KY","351","539.9"
"Mccreary County, KY","56","313.2"
"Mclean County, KY","27","283.9"
"Madison County, KY","399","454.3"
"Magoffin County, KY","15","117.1"
"Marion County, KY","71","366.6"
"Marshall County, KY","67","215.4"
"Martin County, KY","12","97.5"
"Mason County, KY","80","467.9"
"Meade County, KY","63","225.6"
"Menifee County, KY","29","456.1"
"Mercer County, KY","44","205.5"
"Metcalfe County, KY","41","413.8"
"Monroe County, KY","11","103.1"
"Montgomery County, KY","78","282.5"
"Morgan County, KY","13","97.9"
"Muhlenberg County, KY","149","477.8"
"Nelson County, KY","143","316.9"
"Nicholas County, KY","28","392.7"
"Ohio County, KY","46","190.0"
"Oldham County, KY","119","183.4"
"Owen County, KY","11","102.5"
"Owsley County, KY","4","89.7"
"Pendleton County, KY","39","270.7"
"Perry County, KY","53","192.3"
"Pike County, KY","89","144.0"
"Powell County, KY","41","334.2"
"Pulaski County, KY","122","191.3"
"Robertson County, KY","4","187.1"
"Rockcastle County, KY","18","106.2"
"Rowan County, KY","90","376.7"
"Russell County, KY","43","243.5"
"Scott County, KY","214","408.2"
"Shelby County, KY","244","534.7"
"Simpson County, KY","60","333.2"
"Spencer County, KY","31","173.2"
"Taylor County, KY","94","369.8"
"Todd County, KY","28","223.4"
"Trigg County, KY","38","267.0"
"Trimble County, KY","16","182.5"
"Union County, KY","154","1023.3"
"Warren County, KY","527","429.0"
"Washington County, KY","26","215.5"
"Wayne County, KY","44","215.0"
"Webster County, KY","47","356.9"
"Whitley County, KY","96","265.7"
"Wolfe County, KY","17","234.2"
"Woodford County, KY","72","279.1"
"Acadia Parish, LA","353","564.1"
"Allen Parish, LA","91","354.3"
"Ascension Parish, LA","465","389.3"
"Assumption Parish, LA","98","429.0"
"Avoyelles Parish, LA","255","620.4"
"Beauregard Parish, LA","132","362.0"
"Bienville Parish, LA","123","892.2"
"Bossier Parish, LA","643","513.7"
"Caddo Parish, LA","2,197","873.7"
"Calcasieu Parish, LA","982","494.0"
"Caldwell Parish, LA","31","310.2"
"Cameron Parish, LA","13","190.7"
"Catahoula Parish, LA","48","473.0"
"Claiborne Parish, LA","106","650.5"
"Concordia Parish, LA","120","595.8"
"De Soto Parish, LA","175","646.9"
"East Baton Rouge Parish, LA","3,295","737.5"
"East Carroll Parish, LA","34","465.3"
"East Feliciana Parish, LA","108","548.3"
"Evangeline Parish, LA","199","589.8"
"Franklin Parish, LA","130","636.9"
"Grant Parish, LA","129","577.4"
"Iberia Parish, LA","627","846.1"
"Iberville Parish, LA","198","598.3"
"Jackson Parish, LA","97","611.7"
"Jefferson Parish, LA","2,968","680.3"
"Jefferson Davis Parish, LA","156","496.2"
"Lafayette Parish, LA","1,376","573.1"
"Lafourche Parish, LA","448","455.6"
"Lasalle Parish, LA","52","347.3"
"Lincoln Parish, LA","503","1052.9"
"Livingston Parish, LA","446","323.7"
"Madison Parish, LA","140","1215.9"
"Morehouse Parish, LA","245","928.2"
"Natchitoches Parish, LA","331","844.8"
"Orleans Parish, LA","4,632","1188.9"
"Ouachita Parish, LA","1,497","955.0"
"Plaquemines Parish, LA","83","353.3"
"Pointe Coupee Parish, LA","111","498.9"
"Rapides Parish, LA","1,046","791.6"
"Red River Parish, LA","70","814.6"
"Richland Parish, LA","164","799.1"
"Sabine Parish, LA","90","372.1"
"St. Bernard Parish, LA","265","583.6"
"St. Charles Parish, LA","272","515.0"
"St. Helena Parish, LA","37","350.1"
"St. James Parish, LA","158","732.6"
"St. John The Baptist Parish, LA","359","822.9"
"St. Landry Parish, LA","526","627.3"
"St. Martin Parish, LA","327","607.4"
"St. Mary Parish, LA","323","611.6"
"St. Tammany Parish, LA","889","355.5"
"Tangipahoa Parish, LA","1,127","875.3"
"Tensas Parish, LA","18","379.7"
"Terrebonne Parish, LA","761","667.7"
"Union Parish, LA","114","507.2"
"Vermilion Parish, LA","258","430.9"
"Vernon Parish, LA","314","618.1"
"Washington Parish, LA","264","569.3"
"Webster Parish, LA","270","674.6"
"West Baton Rouge Parish, LA","138","541.4"
"West Carroll Parish, LA","52","460.5"
"West Feliciana Parish, LA","60","390.0"
"Winn Parish, LA","89","610.9"
"Androscoggin County, ME","518","483.1"
"Aroostook County, ME","130","189.4"
"Cumberland County, ME","933","321.7"
"Franklin County, ME","79","263.4"
"Hancock County, ME","103","188.4"
"Kennebec County, ME","421","350.9"
"Knox County, ME","98","245.9"
"Lincoln County, ME","70","206.1"
"Oxford County, ME","196","342.6"
"Penobscot County, ME","522","341.9"
"Piscataquis County, ME","29","171.3"
"Sagadahoc County, ME","112","318.6"
"Somerset County, ME","169","330.6"
"Waldo County, ME","96","245.2"
"Washington County, ME","89","281.4"
"York County, ME","531","264.0"
"Allegany County, MD","244","336.4"
"Anne Arundel County, MD","2,030","359.8"
"Baltimore County, MD","4,190","504.1"
"Calvert County, MD","261","288.1"
"Caroline County, MD","108","331.5"
"Carroll County, MD","342","204.0"
"Cecil County, MD","285","278.4"
"Charles County, MD","826","529.1"
"Dorchester County, MD","152","469.4"
"Frederick County, MD","689","280.9"
"Garrett County, MD","39","132.4"
"Harford County, MD","802","320.4"
"Howard County, MD","948","302.5"
"Kent County, MD","58","293.1"
"Montgomery County, MD","3,428","329.6"
"Prince George's County, MD","6,753","742.5"
"Queen Anne's County, MD","123","251.5"
"St. Mary's County, MD","308","276.4"
"Somerset County, MD","226","877.1"
"Talbot County, MD","89","237.3"
"Washington County, MD","511","341.6"
"Wicomico County, MD","667","651.6"
"Worcester County, MD","185","358.9"
"Baltimore City, MD","7,394","1189.0"
"Barnstable County, MA","194","90.5"
"Berkshire County, MA","122","95.4"
"Bristol County, MA","1,759","315.9"
"Dukes County, MA","16","92.5"
"Essex County, MA","2,637","339.8"
"Franklin County, MA","93","131.7"
"Hampden County, MA","2,262","480.6"
"Hampshire County, MA","362","224.4"
"Middlesex County, MA","4,729","298.3"
"Nantucket County, MA","31","283.8"
"Norfolk County, MA","3,436","493.7"
"Plymouth County, MA","1,647","322.7"
"Suffolk County, MA","2,334","300.0"
"Worcester County, MA","2,582","315.3"
"Alcona County, MI","6","58.0"
"Alger County, MI","14","149.2"
"Allegan County, MI","330","287.9"
"Alpena County, MI","31","107.6"
"Antrim County, MI","60","259.1"
"Arenac County, MI","36","235.9"
"Baraga County, MI","15","174.9"
"Barry County, MI","146","246.1"
"Bay County, MI","331","313.3"
"Benzie County, MI","33","189.0"
"Berrien County, MI","783","506.4"
"Branch County, MI","89","203.8"
"Calhoun County, MI","880","655.2"
"Cass County, MI","129","249.7"
"Charlevoix County, MI","42","160.1"
"Cheboygan County, MI","68","267.4"
"Chippewa County, MI","108","284.0"
"Clare County, MI","51","166.9"
"Clinton County, MI","243","314.0"
"Crawford County, MI","19","137.7"
"Delta County, MI","84","230.9"
"Dickinson County, MI","46","178.4"
"Eaton County, MI","472","433.8"
"Emmet County, MI","61","184.0"
"Genesee County, MI","2,542","618.7"
"Gladwin County, MI","44","174.9"
"Gogebic County, MI","36","233.3"
"Grand Traverse County, MI","263","287.0"
"Gratiot County, MI","110","264.8"
"Hillsdale County, MI","85","185.0"
"Houghton County, MI","43","118.2"
"Huron County, MI","56","175.6"
"Ingham County, MI","1,865","651.9"
"Ionia County, MI","167","260.0"
"Iosco County, MI","42","165.7"
"Iron County, MI","34","299.6"
"Isabella County, MI","244","345.1"
"Jackson County, MI","913","572.4"
"Kalamazoo County, MI","2,082","800.0"
"Kalkaska County, MI","51","295.5"
"Kent County, MI","3,338","524.5"
"Keweenaw County, MI","7","322.9"
"Lake County, MI","37","323.9"
"Lapeer County, MI","136","153.9"
"Leelanau County, MI","44","200.2"
"Lenawee County, MI","266","269.9"
"Livingston County, MI","356","190.1"
"Luce County, MI","8","124.7"
"Mackinac County, MI","24","220.4"
"Macomb County, MI","2,992","346.0"
"Manistee County, MI","55","224.8"
"Marquette County, MI","276","410.6"
"Mason County, MI","55","191.1"
"Mecosta County, MI","152","352.9"
"Menominee County, MI","69","293.0"
"Midland County, MI","196","234.4"
"Missaukee County, MI","36","241.6"
"Monroe County, MI","380","254.1"
"Montcalm County, MI","172","273.3"
"Montmorency County, MI","8","86.4"
"Muskegon County, MI","1,237","715.9"
"Newaygo County, MI","134","279.5"
"Oakland County, MI","3,967","319.3"
"Oceana County, MI","78","298.8"
"Ogemaw County, MI","38","181.5"
"Ontonagon County, MI","8","133.2"
"Osceola County, MI","47","203.8"
"Oscoda County, MI","18","218.2"
"Otsego County, MI","64","263.9"
"Ottawa County, MI","815","291.1"
"Presque Isle County, MI","18","140.2"
"Roscommon County, MI","27","113.0"
"Saginaw County, MI","1,063","549.9"
"St. Clair County, MI","433","270.8"
"St. Joseph County, MI","197","322.9"
"Sanilac County, MI","82","197.7"
"Schoolcraft County, MI","24","293.6"
"Shiawassee County, MI","191","278.3"
"Tuscola County, MI","139","258.5"
"Van Buren County, MI","243","323.7"
"Washtenaw County, MI","1,689","470.6"
"Wayne County, MI","14,082","800.4"
"Wexford County, MI","78","236.3"
"Aitkin County, MN","22","140.1"
"Anoka County, MN","1,189","345.5"
"Becker County, MN","121","362.4"
"Beltrami County, MN","195","427.0"
"Benton County, MN","146","367.7"
"Big Stone County, MN","7","138.9"
"Blue Earth County, MN","355","539.6"
"Brown County, MN","68","268.6"
"Carlton County, MN","115","323.3"
"Carver County, MN","169","171.2"
"Cass County, MN","96","334.4"
"Chippewa County, MN","38","313.8"
"Chisago County, MN","124","228.4"
"Clay County, MN","279","447.7"
"Clearwater County, MN","13","147.7"
"Cook County, MN","7","134.8"
"Cottonwood County, MN","16","138.5"
"Crow Wing County, MN","165","260.1"
"Dakota County, MN","1,408","339.5"
"Dodge County, MN","72","353.6"
"Douglas County, MN","69","186.1"
"Faribault County, MN","26","185.1"
"Fillmore County, MN","26","124.8"
"Freeborn County, MN","81","264.6"
"Goodhue County, MN","115","247.7"
"Grant County, MN","11","186.3"
"Hennepin County, MN","7,575","619.3"
"Houston County, MN","19","101.2"
"Hubbard County, MN","54","261.4"
"Isanti County, MN","93","242.0"
"Itasca County, MN","146","321.3"
"Jackson County, MN","23","228.2"
"Kanabec County, MN","30","189.4"
"Kandiyohi County, MN","124","291.5"
"Kittson County, MN","6","135.6"
"Koochiching County, MN","11","85.7"
"Lac Qui Parle County, MN","8","116.7"
"Lake County, MN","16","150.5"
"Lake Of The Woods County, MN","6","152.9"
"Le Sueur County, MN","45","162.7"
"Lincoln County, MN","6","104.0"
"Lyon County, MN","70","272.7"
"Mcleod County, MN","84","233.8"
"Mahnomen County, MN","58","1062.9"
"Marshall County, MN","10","106.1"
"Martin County, MN","42","209.8"
"Meeker County, MN","49","212.1"
"Mille Lacs County, MN","59","228.8"
"Morrison County, MN","51","155.6"
"Mower County, MN","152","388.6"
"Murray County, MN","13","154.5"
"Nicollet County, MN","101","302.9"
"Nobles County, MN","74","339.9"
"Norman County, MN","13","194.7"
"Olmsted County, MN","648","427.9"
"Otter Tail County, MN","130","225.2"
"Pennington County, MN","31","218.0"
"Pine County, MN","66","227.0"
"Pipestone County, MN","27","291.2"
"Polk County, MN","69","218.8"
"Pope County, MN","19","172.1"
"Ramsey County, MN","3,097","575.5"
"Red Lake County, MN","4","98.6"
"Redwood County, MN","35","226.2"
"Renville County, MN","28","188.0"
"Rice County, MN","172","263.0"
"Rock County, MN","22","229.2"
"Roseau County, MN","19","120.5"
"St. Louis County, MN","812","405.1"
"Scott County, MN","383","270.4"
"Sherburne County, MN","233","254.1"
"Sibley County, MN","20","134.5"
"Stearns County, MN","604","390.4"
"Steele County, MN","90","244.9"
"Stevens County, MN","13","132.7"
"Swift County, MN","13","139.2"
"Todd County, MN","45","185.5"
"Traverse County, MN","15","441.0"
"Wabasha County, MN","46","216.6"
"Wadena County, MN","29","209.0"
"Waseca County, MN","53","279.1"
"Washington County, MN","649","258.0"
"Watonwan County, MN","26","237.4"
"Wilkin County, MN","6","93.8"
"Winona County, MN","237","465.8"
"Wright County, MN","248","188.9"
"Yellow Medicine County, MN","20","202.5"
"Adams County, MS","215","687.9"
"Alcorn County, MS","122","326.3"
"Amite County, MS","70","556.7"
"Attala County, MS","144","756.2"
"Benton County, MS","32","391.1"
"Bolivar County, MS","334","1002.3"
"Calhoun County, MS","92","625.1"
"Carroll County, MS","46","449.1"
"Chickasaw County, MS","136","784.9"
"Choctaw County, MS","24","289.2"
"Claiborne County, MS","0","0.0"
"Clarke County, MS","96","599.8"
"Clay County, MS","111","553.7"
"Coahoma County, MS","384","1559.7"
"Copiah County, MS","301","1046.1"
"Covington County, MS","97","496.3"
"Desoto County, MS","852","491.6"
"Forrest County, MS","787","1036.3"
"Franklin County, MS","49","632.8"
"George County, MS","63","269.5"
"Greene County, MS","49","362.4"
"Grenada County, MS","208","963.9"
"Hancock County, MS","153","329.6"
"Harrison County, MS","1,127","559.6"
"Hinds County, MS","2,851","1173.8"
"Holmes County, MS","240","1308.6"
"Humphreys County, MS","100","1153.5"
"Issaquena County, MS","6","448.8"
"Itawamba County, MS","0","0.0"
"Jackson County, MS","605","427.8"
"Jasper County, MS","107","645.8"
"Jefferson County, MS","60","799.3"
"Jefferson Davis County, MS","81","694.4"
"Jones County, MS","379","555.6"
"Kemper County, MS","67","672.1"
"Lafayette County, MS","319","600.1"
"Lamar County, MS","178","293.6"
"Lauderdale County, MS","641","816.3"
"Lawrence County, MS","91","721.0"
"Leake County, MS","162","711.7"
"Lee County, MS","605","709.3"
"Leflore County, MS","398","1283.9"
"Lincoln County, MS","204","588.8"
"Lowndes County, MS","331","554.3"
"Madison County, MS","529","511.3"
"Marion County, MS","109","426.4"
"Marshall County, MS","294","818.6"
"Monroe County, MS","308","859.7"
"Montgomery County, MS","89","876.7"
"Neshoba County, MS","215","729.7"
"Newton County, MS","131","602.4"
"Noxubee County, MS","113","1023.3"
"Oktibbeha County, MS","333","668.7"
"Panola County, MS","336","983.4"
"Pearl River County, MS","206","373.2"
"Perry County, MS","63","513.2"
"Pike County, MS","327","818.4"
"Pontotoc County, MS","143","462.7"
"Prentiss County, MS","65","255.3"
"Quitman County, MS","76","1015.2"
"Rankin County, MS","511","342.9"
"Scott County, MS","243","859.7"
"Sharkey County, MS","60","1308.6"
"Simpson County, MS","133","488.6"
"Smith County, MS","53","330.0"
"Stone County, MS","68","376.3"
"Sunflower County, MS","295","1092.4"
"Tallahatchie County, MS","129","884.3"
"Tate County, MS","181","639.7"
"Tippah County, MS","72","325.3"
"Tishomingo County, MS","37","189.2"
"Tunica County, MS","189","1827.3"
"Union County, MS","96","337.7"
"Walthall County, MS","67","457.7"
"Warren County, MS","347","730.8"
"Washington County, MS","673","1398.3"
"Wayne County, MS","156","758.5"
"Webster County, MS","49","495.0"
"Wilkinson County, MS","44","482.4"
"Winston County, MS","128","698.8"
"Yalobusha County, MS","97","779.3"
"Yazoo County, MS","230","839.8"
"Adair County, MO","87","342.8"
"Andrew County, MO","46","266.0"
"Atchison County, MO","9","169.6"
"Audrain County, MO","175","670.6"
"Barry County, MO","61","170.3"
"Barton County, MO","18","151.5"
"Bates County, MO","47","285.8"
"Benton County, MO","31","166.0"
"Bollinger County, MO","26","213.4"
"Boone County, MO","1,167","667.0"
"Buchanan County, MO","536","601.6"
"Butler County, MO","223","519.2"
"Caldwell County, MO","19","210.8"
"Callaway County, MO","176","392.6"
"Camden County, MO","101","228.3"
"Cape Girardeau County, MO","413","525.6"
"Carroll County, MO","30","333.6"
"Carter County, MO","8","127.7"
"Cass County, MO","328","322.8"
"Cedar County, MO","18","129.2"
"Chariton County, MO","15","197.7"
"Christian County, MO","287","344.6"
"Clark County, MO","12","176.4"
"Clay County, MO","1,040","441.4"
"Clinton County, MO","55","266.9"
"Cole County, MO","547","713.0"
"Cooper County, MO","50","283.4"
"Crawford County, MO","70","285.4"
"Dade County, MO","11","144.8"
"Dallas County, MO","33","201.3"
"Daviess County, MO","14","169.6"
"Dekalb County, MO","24","189.2"
"Dent County, MO","16","102.6"
"Douglas County, MO","22","164.5"
"Dunklin County, MO","159","514.6"
"Franklin County, MO","272","265.6"
"Gasconade County, MO","29","195.2"
"Gentry County, MO","13","194.3"
"Greene County, MO","1,923","667.5"
"Grundy County, MO","27","267.4"
"Harrison County, MO","14","162.5"
"Henry County, MO","57","262.2"
"Hickory County, MO","23","250.0"
"Holt County, MO","4","89.2"
"Howard County, MO","38","374.8"
"Howell County, MO","166","413.8"
"Iron County, MO","26","256.8"
"Jackson County, MO","5,585","812.2"
"Jasper County, MO","689","581.0"
"Jefferson County, MO","577","257.4"
"Johnson County, MO","320","593.1"
"Knox County, MO","4","102.3"
"Laclede County, MO","91","256.5"
"Lafayette County, MO","71","217.1"
"Lawrence County, MO","83","217.4"
"Lewis County, MO","24","235.1"
"Lincoln County, MO","186","340.1"
"Linn County, MO","31","251.9"
"Livingston County, MO","42","279.5"
"Mcdonald County, MO","61","269.4"
"Macon County, MO","34","221.7"
"Madison County, MO","26","209.5"
"Maries County, MO","10","111.6"
"Marion County, MO","157","543.6"
"Mercer County, MO","1","27.1"
"Miller County, MO","48","191.1"
"Mississippi County, MO","65","463.1"
"Moniteau County, MO","38","238.1"
"Monroe County, MO","17","198.1"
"Montgomery County, MO","23","196.5"
"Morgan County, MO","24","119.0"
"New Madrid County, MO","79","433.9"
"Newton County, MO","213","363.4"
"Nodaway County, MO","96","420.9"
"Oregon County, MO","21","191.7"
"Osage County, MO","31","227.5"
"Ozark County, MO","7","74.4"
"Pemiscot County, MO","153","875.2"
"Perry County, MO","30","156.4"
"Pettis County, MO","172","407.1"
"Phelps County, MO","157","350.5"
"Pike County, MO","49","267.1"
"Platte County, MO","343","356.9"
"Polk County, MO","110","352.2"
"Pulaski County, MO","283","531.7"
"Putnam County, MO","9","185.3"
"Ralls County, MO","40","392.3"
"Randolph County, MO","83","330.6"
"Ray County, MO","78","342.0"
"Reynolds County, MO","11","171.0"
"Ripley County, MO","26","188.4"
"St. Charles County, MO","1,136","294.6"
"St. Clair County, MO","13","137.7"
"Ste. Genevieve County, MO","24","133.9"
"St. Francois County, MO","231","347.3"
"St. Louis County, MO","5,698","567.9"
"Saline County, MO","99","425.7"
"Schuyler County, MO","7","157.8"
"Scotland County, MO","10","206.0"
"Scott County, MO","153","392.2"
"Shannon County, MO","9","109.0"
"Shelby County, MO","10","163.2"
