Geography,Cases,Rate per 100000
"Audubon County, IA","13","224.4"
"Benton County, IA","66","257.2"
"Black Hawk County, IA","816","613.0"
"Boone County, IA","65","246.0"
"Bremer County, IA","51","207.3"
"Buchanan County, IA","51","241.9"
"Buena Vista County, IA","72","348.2"
"Butler County, IA","24","160.3"
"Calhoun County, IA","18","182.6"
"Carroll County, IA","44","214.1"
"Cass County, IA","36","268.2"
"Cedar County, IA","32","174.1"
"Cerro Gordo County, IA","85","196.7"
"Cherokee County, IA","23","194.6"
"Chickasaw County, IA","25","205.0"
"Clarke County, IA","31","336.1"
"Clay County, IA","53","320.8"
"Clayton County, IA","31","175.1"
"Clinton County, IA","176","367.2"
"Crawford County, IA","78","453.4"
"Dallas County, IA","187","241.2"
"Davis County, IA","12","137.1"
"Decatur County, IA","36","436.0"
"Delaware County, IA","42","241.1"
"Des Moines County, IA","182","452.6"
"Dickinson County, IA","34","200.9"
"Dubuque County, IA","395","409.0"
"Emmet County, IA","28","283.8"
"Fayette County, IA","40","196.4"
"Floyd County, IA","37","230.9"
"Franklin County, IA","34","326.2"
"Fremont County, IA","20","284.1"
"Greene County, IA","29","315.1"
"Grundy County, IA","22","177.7"
"Guthrie County, IA","22","205.4"
"Hamilton County, IA","27","177.9"
"Hancock County, IA","18","163.8"
"Hardin County, IA","32","184.2"
"Harrison County, IA","48","334.8"
"Henry County, IA","45","225.4"
"Howard County, IA","24","254.2"
"Humboldt County, IA","16","166.3"
"Ida County, IA","16","227.8"
"Iowa County, IA","30","183.0"
"Jackson County, IA","38","195.3"
"Jasper County, IA","93","252.3"
"Jefferson County, IA","33","188.7"
"Johnson County, IA","727","510.5"
"Jones County, IA","41","200.0"
"Keokuk County, IA","19","185.8"
"Kossuth County, IA","27","177.4"
"Lee County, IA","114","323.8"
"Linn County, IA","1,064","488.5"
"Louisa County, IA","25","223.6"
"Lucas County, IA","22","253.7"
"Lyon County, IA","10","85.5"
"Madison County, IA","16","102.5"
"Mahaska County, IA","77","344.6"
"Marion County, IA","83","249.6"
"Marshall County, IA","146","357.0"
"Mills County, IA","34","230.4"
"Mitchell County, IA","22","203.9"
"Monona County, IA","26","289.6"
"Monroe County, IA","14","175.8"
"Montgomery County, IA","19","182.0"
"Muscatine County, IA","156","363.3"
"O'brien County, IA","26","184.8"
"Osceola County, IA","10","161.2"
"Page County, IA","58","373.2"
"Palo Alto County, IA","13","142.8"
"Plymouth County, IA","54","217.3"
"Pocahontas County, IA","8","112.3"
"Polk County, IA","2,301","499.8"
"Pottawattamie County, IA","427","458.1"
"Poweshiek County, IA","56","299.4"
"Ringgold County, IA","11","218.6"
"Sac County, IA","14","139.4"
"Scott County, IA","918","535.5"
"Shelby County, IA","20","167.2"
"Sioux County, IA","46","132.6"
"Story County, IA","418","437.9"
"Tama County, IA","57","327.6"
"Taylor County, IA","10","162.6"
"Union County, IA","43","340.6"
"Van Buren County, IA","16","215.8"
"Wapello County, IA","230","652.7"
"Warren County, IA","111","231.4"
"Washington County, IA","39","176.6"
"Wayne County, IA","6","93.9"
"Webster County, IA","185","499.3"
"Winnebago County, IA","19","179.1"
"Winneshiek County, IA","33","159.0"
"Woodbury County, IA","576","562.0"
"Worth County, IA","6","78.9"
"Wright County, IA","28","217.5"
"Allen County, KS","36","278.8"
"Anderson County, KS","16","203.1"
"Atchison County, KS","51","309.3"
"Barber County, KS","8","164.3"
"Barton County, KS","105","385.2"
"Bourbon County, KS","25","169.2"
"Brown County, KS","23","234.6"
"Butler County, KS","154","232.7"
"Chase County, KS","4","149.1"
"Chautauqua County, KS","4","115.1"
"Cherokee County, KS","62","298.8"
"Cheyenne County, KS","1","37.2"
"Clark County, KS","5","235.8"
"Clay County, KS","15","179.9"
"Cloud County, KS","27","289.4"
"Coffey County, KS","9","106.6"
"Comanche County, KS","1","51.3"
"Cowley County, KS","89","247.8"
"Crawford County, KS","126","320.0"
"Decatur County, KS","4","138.4"
"Dickinson County, KS","42","216.9"
"Doniphan County, KS","17","216.7"
"Douglas County, KS","621","533.2"
"Edwards County, KS","6","198.5"
"Elk County, KS","3","111.4"
"Ellis County, KS","130","448.2"
"Ellsworth County, KS","11","172.5"
"Finney County, KS","188","506.1"
"Ford County, KS","127","364.3"
"Franklin County, KS","100","390.4"
"Geary County, KS","217","590.9"
"Gove County, KS","3","110.9"
"Graham County, KS","1","39.1"
"Grant County, KS","26","333.7"
"Gray County, KS","6","98.4"
"Greeley County, KS","4","306.5"
"Greenwood County, KS","13","206.0"
"Hamilton County, KS","6","231.4"
"Harper County, KS","23","394.4"
"Harvey County, KS","87","250.0"
"Haskell County, KS","9","221.0"
"Hodgeman County, KS","5","261.2"
"Jackson County, KS","34","252.5"
"Jefferson County, KS","32","169.7"
"Jewell County, KS","4","132.0"
"Johnson County, KS","1,552","270.4"
"Kearny County, KS","9","228.4"
"Kingman County, KS","15","194.6"
"Kiowa County, KS","2","79.1"
"Labette County, KS","42","201.2"
"Lane County, KS","0","0.0"
"Leavenworth County, KS","284","360.5"
"Lincoln County, KS","2","63.4"
"Linn County, KS","15","158.0"
"Logan County, KS","2","71.6"
"Lyon County, KS","133","400.1"
"Mcpherson County, KS","62","212.6"
"Marion County, KS","18","147.4"
"Marshall County, KS","28","280.1"
"Meade County, KS","4","91.6"
"Miami County, KS","66","201.6"
"Mitchell County, KS","7","111.9"
"Montgomery County, KS","107","314.9"
"Morris County, KS","11","193.7"
"Morton County, KS","6","195.1"
"Nemaha County, KS","9","88.5"
"Neosho County, KS","36","219.6"
"Ness County, KS","3","97.3"
"Norton County, KS","4","72.4"
"Osage County, KS","39","244.4"
"Osborne County, KS","4","106.3"
"Ottawa County, KS","11","181.7"
"Pawnee County, KS","35","508.4"
"Phillips County, KS","9","164.1"
"Pottawatomie County, KS","31","135.7"
"Pratt County, KS","31","317.3"
"Rawlins County, KS","7","274.0"
"Reno County, KS","230","360.6"
"Republic County, KS","9","188.6"
"Rice County, KS","21","209.8"
"Riley County, KS","448","599.9"
"Rooks County, KS","11","212.7"
"Rush County, KS","3","94.1"
"Russell County, KS","15","214.3"
"Saline County, KS","238","427.7"
"Scott County, KS","7","140.7"
"Sedgwick County, KS","2,725","535.1"
"Seward County, KS","93","399.2"
"Shawnee County, KS","896","501.9"
"Sheridan County, KS","0","0.0"
"Sherman County, KS","12","197.9"
"Smith County, KS","1","26.7"
"Stafford County, KS","10","232.8"
"Stanton County, KS","2","94.0"
"Stevens County, KS","15","256.6"
"Sumner County, KS","53","225.6"
"Thomas County, KS","25","318.3"
"Trego County, KS","12","411.5"
"Wabaunsee County, KS","19","271.9"
"Wallace County, KS","0","0.0"
"Washington County, KS","11","195.5"
"Wichita County, KS","2","92.0"
"Wilson County, KS","20","222.5"
"Woodson County, KS","9","285.1"
"Wyandotte County, KS","1,165","718.5"
"Adair County, KY","46","242.5"
"Allen County, KY","37","181.1"
"Anderson County, KY","62","283.3"
"Ballard County, KY","36","438.3"
"Barren County, KY","123","285.6"
"Bath County, KY","25","205.5"
"Bell County, KY","66","238.2"
"Boone County, KY","415","328.9"
"Bourbon County, KY","57","284.7"
"Boyd County, KY","142","291.5"
"Boyle County, KY","136","456.6"
"Bracken County, KY","33","393.4"
"Breathitt County, KY","12","89.3"
"Breckinridge County, KY","52","261.3"
"Bullitt County, KY","172","220.4"
"Butler County, KY","21","163.1"
"Caldwell County, KY","40","313.9"
"Calloway County, KY","219","573.0"
"Campbell County, KY","338","368.4"
"Carlisle County, KY","11","221.1"
"Carroll County, KY","34","316.2"
"Carter County, KY","32","117.5"
"Casey County, KY","35","220.9"
"Christian County, KY","459","620.6"
"Clark County, KY","168","470.5"
"Clay County, KY","30","142.0"
"Clinton County, KY","24","235.4"
"Crittenden County, KY","21","228.5"
"Cumberland County, KY","11","163.0"
"Daviess County, KY","468","475.9"
"Edmonson County, KY","30","249.4"
"Elliott County, KY","7","91.5"
"Estill County, KY","26","180.1"
"Fayette County, KY","1,635","525.0"
"Fleming County, KY","40","275.7"
"Floyd County, KY","99","259.9"
"Franklin County, KY","291","582.1"
"Fulton County, KY","40","640.0"
"Gallatin County, KY","17","197.5"
"Garrard County, KY","48","283.5"
"Grant County, KY","75","301.9"
"Graves County, KY","124","329.3"
"Grayson County, KY","52","198.9"
"Green County, KY","18","162.9"
"Greenup County, KY","39","107.4"
"Hancock County, KY","21","240.8"
"Hardin County, KY","439","404.7"
"Harlan County, KY","34","121.2"
"Harrison County, KY","45","241.4"
"Hart County, KY","44","237.4"
"Henderson County, KY","187","402.7"
"Henry County, KY","38","244.0"
"Hickman County, KY","12","254.9"
"Hopkins County, KY","204","440.6"
"Jackson County, KY","12","90.1"
"Jefferson County, KY","5,200","683.7"
"Jessamine County, KY","106","207.9"
"Johnson County, KY","41","176.4"
"Kenton County, KY","706","430.4"
"Knott County, KY","25","157.1"
"Knox County, KY","115","362.5"
"Larue County, KY","30","211.7"
"Laurel County, KY","142","236.5"
"Lawrence County, KY","18","114.0"
"Lee County, KY","8","118.0"
"Leslie County, KY","12","110.3"
"Letcher County, KY","34","145.5"
"Lewis County, KY","22","159.0"
"Lincoln County, KY","94","383.9"
"Livingston County, KY","20","213.8"
"Logan County, KY","52","193.4"
"Lyon County, KY","10","119.2"
"Mccracken County, KY","312","477.8"
"Mccreary County, KY","61","341.0"
"Mclean County, KY","10","105.8"
"Madison County, KY","349","402.6"
"Magoffin County, KY","12","92.7"
"Marion County, KY","88","458.4"
"Marshall County, KY","75","241.6"
"Martin County, KY","10","79.8"
"Mason County, KY","62","362.1"
"Meade County, KY","63","215.3"
"Menifee County, KY","38","602.8"
"Mercer County, KY","71","332.0"
"Metcalfe County, KY","17","170.1"
"Monroe County, KY","20","186.8"
"Montgomery County, KY","97","354.5"
"Morgan County, KY","12","90.0"
"Muhlenberg County, KY","146","467.3"
"Nelson County, KY","214","477.7"
"Nicholas County, KY","28","395.0"
"Ohio County, KY","39","162.2"
"Oldham County, KY","111","172.8"
"Owen County, KY","20","188.1"
"Owsley County, KY","5","110.8"
"Pendleton County, KY","38","263.3"
"Perry County, KY","37","133.9"
"Pike County, KY","122","194.2"
"Powell County, KY","40","323.0"
"Pulaski County, KY","155","243.0"
"Robertson County, KY","7","319.9"
"Rockcastle County, KY","17","101.0"
"Rowan County, KY","128","540.5"
"Russell County, KY","32","180.1"
"Scott County, KY","211","411.1"
"Shelby County, KY","227","505.2"
"Simpson County, KY","60","335.9"
"Spencer County, KY","43","243.1"
"Taylor County, KY","53","211.0"
"Todd County, KY","56","447.2"
"Trigg County, KY","52","367.9"
"Trimble County, KY","9","103.1"
"Union County, KY","214","1412.2"
"Warren County, KY","481","398.8"
"Washington County, KY","40","334.6"
"Wayne County, KY","45","219.7"
"Webster County, KY","52","393.3"
"Whitley County, KY","75","209.6"
"Wolfe County, KY","19","262.7"
"Woodford County, KY","54","211.4"
"Acadia Parish, LA","285","456.0"
"Allen Parish, LA","57","221.9"
"Ascension Parish, LA","434","369.8"
"Assumption Parish, LA","115","499.6"
"Avoyelles Parish, LA","188","456.9"
"Beauregard Parish, LA","103","284.4"
"Bienville Parish, LA","103","748.1"
"Bossier Parish, LA","512","410.4"
"Caddo Parish, LA","2,647","1047.5"
"Calcasieu Parish, LA","813","413.0"
"Caldwell Parish, LA","44","443.5"
"Cameron Parish, LA","7","104.4"
"Catahoula Parish, LA","28","274.1"
"Claiborne Parish, LA","100","609.8"
"Concordia Parish, LA","72","353.0"
"De Soto Parish, LA","159","588.6"
"East Baton Rouge Parish, LA","2,889","647.7"
"East Carroll Parish, LA","52","696.5"
"East Feliciana Parish, LA","91","459.2"
"Evangeline Parish, LA","154","456.4"
"Franklin Parish, LA","105","513.5"
"Grant Parish, LA","87","388.7"
"Iberia Parish, LA","605","817.0"
"Iberville Parish, LA","174","526.0"
"Jackson Parish, LA","86","538.2"
"Jefferson Parish, LA","2,592","595.1"
"Jefferson Davis Parish, LA","121","384.9"
"Lafayette Parish, LA","1,321","559.6"
"Lafourche Parish, LA","468","478.2"
"Lasalle Parish, LA","52","349.7"
"Lincoln Parish, LA","371","782.2"
"Livingston Parish, LA","345","254.2"
"Madison Parish, LA","147","1246.5"
"Morehouse Parish, LA","267","998.4"
"Natchitoches Parish, LA","409","1042.3"
"Orleans Parish, LA","4,296","1117.7"
"Ouachita Parish, LA","1,654","1059.3"
"Plaquemines Parish, LA","72","308.0"
"Pointe Coupee Parish, LA","86","385.2"
"Rapides Parish, LA","803","606.4"
"Red River Parish, LA","101","1166.1"
"Richland Parish, LA","199","962.1"
"Sabine Parish, LA","103","427.1"
"St. Bernard Parish, LA","211","474.6"
"St. Charles Parish, LA","231","437.2"
"St. Helena Parish, LA","37","348.1"
"St. James Parish, LA","123","570.3"
"St. John The Baptist Parish, LA","328","749.3"
"St. Landry Parish, LA","509","607.4"
"St. Martin Parish, LA","265","497.2"
"St. Mary Parish, LA","332","623.8"
"St. Tammany Parish, LA","742","301.6"
"Tangipahoa Parish, LA","655","516.0"
"Tensas Parish, LA","23","479.0"
"Terrebonne Parish, LA","838","737.8"
"Union Parish, LA","114","507.1"
"Vermilion Parish, LA","227","381.4"
"Vernon Parish, LA","208","398.3"
"Washington Parish, LA","220","475.3"
"Webster Parish, LA","272","675.3"
"West Baton Rouge Parish, LA","110","437.5"
"West Carroll Parish, LA","62","538.3"
"West Feliciana Parish, LA","52","338.5"
"Winn Parish, LA","61","413.7"
"Androscoggin County, ME","521","485.1"
"Aroostook County, ME","112","161.5"
"Cumberland County, ME","827","287.3"
"Franklin County, ME","65","215.2"
"Hancock County, ME","90","164.4"
"Kennebec County, ME","358","295.8"
"Knox County, ME","51","128.1"
"Lincoln County, ME","64","187.4"
"Oxford County, ME","125","218.1"
"Penobscot County, ME","537","349.8"
"Piscataquis County, ME","36","211.3"
"Sagadahoc County, ME","77","219.6"
"Somerset County, ME","118","230.2"
"Waldo County, ME","100","256.2"
"Washington County, ME","50","156.9"
"York County, ME","399","198.9"
"Allegany County, MD","260","356.1"
"Anne Arundel County, MD","1,745","311.4"
"Baltimore County, MD","3,450","416.8"
"Calvert County, MD","259","286.0"
"Caroline County, MD","106","325.9"
"Carroll County, MD","277","165.2"
"Cecil County, MD","259","253.6"
"Charles County, MD","762","492.6"
"Dorchester County, MD","248","762.4"
"Frederick County, MD","647","265.7"
"Garrett County, MD","57","192.2"
"Harford County, MD","473","189.2"
"Howard County, MD","716","231.9"
"Kent County, MD","59","298.1"
"Montgomery County, MD","2,737","265.6"
"Prince George's County, MD","6,130","678.6"
"Queen Anne's County, MD","89","182.7"
"St. Mary's County, MD","287","260.1"
"Somerset County, MD","150","585.2"
"Talbot County, MD","125","332.8"
"Washington County, MD","454","303.8"
"Wicomico County, MD","575","565.0"
"Worcester County, MD","214","415.0"
"Baltimore City, MD","7,345","1177.6"
"Barnstable County, MA","211","98.3"
"Berkshire County, MA","100","77.8"
"Bristol County, MA","1,352","243.8"
"Dukes County, MA","13","75.1"
"Essex County, MA","2,622","340.3"
"Franklin County, MA","131","184.7"
"Hampden County, MA","2,375","505.8"
"Hampshire County, MA","270","167.6"
"Middlesex County, MA","3,714","236.2"
"Nantucket County, MA","15","138.6"
"Norfolk County, MA","1,996","288.2"
"Plymouth County, MA","1,176","231.9"
"Suffolk County, MA","3,767","489.3"
"Worcester County, MA","1,709","209.7"
"Alcona County, MI","15","143.6"
"Alger County, MI","4","42.3"
"Allegan County, MI","282","247.9"
"Alpena County, MI","59","203.8"
"Antrim County, MI","43","185.0"
"Arenac County, MI","16","104.4"
"Baraga County, MI","12","138.8"
"Barry County, MI","149","251.5"
"Bay County, MI","300","282.3"
"Benzie County, MI","29","165.7"
"Berrien County, MI","784","504.8"
"Branch County, MI","113","258.8"
"Calhoun County, MI","882","654.2"
"Cass County, MI","116","224.0"
"Charlevoix County, MI","43","164.3"
"Cheboygan County, MI","35","136.3"
"Chippewa County, MI","90","234.9"
"Clare County, MI","57","185.8"
"Clinton County, MI","177","228.8"
"Crawford County, MI","34","247.4"
"Delta County, MI","82","224.3"
"Dickinson County, MI","50","192.7"
"Eaton County, MI","402","369.8"
"Emmet County, MI","45","135.5"
"Genesee County, MI","2,932","710.0"
"Gladwin County, MI","51","200.4"
"Gogebic County, MI","31","197.7"
"Grand Traverse County, MI","281","309.5"
"Gratiot County, MI","92","221.0"
"Hillsdale County, MI","106","230.9"
"Houghton County, MI","42","115.1"
"Huron County, MI","57","177.7"
"Ingham County, MI","1,712","602.3"
"Ionia County, MI","135","210.0"
"Iosco County, MI","39","153.6"
"Iron County, MI","14","123.3"
"Isabella County, MI","224","316.3"
"Jackson County, MI","771","483.0"
"Kalamazoo County, MI","1,999","772.1"
"Kalkaska County, MI","28","161.1"
"Kent County, MI","3,605","572.0"
"Keweenaw County, MI","3","135.7"
"Lake County, MI","34","299.7"
"Lapeer County, MI","134","151.9"
"Leelanau County, MI","42","191.9"
"Lenawee County, MI","208","210.6"
"Livingston County, MI","271","145.9"
"Luce County, MI","8","124.6"
"Mackinac County, MI","17","153.7"
"Macomb County, MI","2,432","282.3"
"Manistee County, MI","35","143.3"
"Marquette County, MI","209","308.8"
"Mason County, MI","54","187.6"
"Mecosta County, MI","139","321.7"
"Menominee County, MI","42","177.9"
"Midland County, MI","174","208.4"
"Missaukee County, MI","27","180.1"
"Monroe County, MI","325","216.7"
"Montcalm County, MI","150","238.5"
"Montmorency County, MI","12","129.1"
"Muskegon County, MI","1,197","694.7"
"Newaygo County, MI","132","275.7"
"Oakland County, MI","3,490","281.5"
"Oceana County, MI","73","278.9"
"Ogemaw County, MI","35","166.6"
"Ontonagon County, MI","2","32.5"
"Osceola County, MI","48","207.4"
"Oscoda County, MI","11","131.7"
"Otsego County, MI","59","244.3"
"Ottawa County, MI","710","256.7"
"Presque Isle County, MI","14","107.8"
"Roscommon County, MI","39","162.4"
"Saginaw County, MI","1,152","590.3"
"St. Clair County, MI","407","254.3"
"St. Joseph County, MI","151","247.1"
"Sanilac County, MI","80","192.1"
"Schoolcraft County, MI","9","110.1"
"Shiawassee County, MI","204","296.1"
"Tuscola County, MI","112","207.4"
"Van Buren County, MI","240","319.2"
"Washtenaw County, MI","1,417","396.9"
"Wayne County, MI","14,278","808.5"
"Wexford County, MI","99","300.7"
"Aitkin County, MN","20","127.3"
"Anoka County, MN","1,072","313.7"
"Becker County, MN","69","207.5"
"Beltrami County, MN","186","407.7"
"Benton County, MN","152","385.4"
"Big Stone County, MN","3","58.5"
"Blue Earth County, MN","308","470.3"
"Brown County, MN","41","162.1"
"Carlton County, MN","96","270.7"
"Carver County, MN","146","149.9"
"Cass County, MN","92","322.1"
"Chippewa County, MN","25","206.9"
"Chisago County, MN","118","218.8"
"Clay County, MN","203","331.3"
"Clearwater County, MN","21","238.7"
"Cook County, MN","4","76.6"
"Cottonwood County, MN","23","198.5"
"Crow Wing County, MN","131","207.2"
"Dakota County, MN","1,138","276.1"
"Dodge County, MN","64","314.5"
"Douglas County, MN","47","127.7"
"Faribault County, MN","18","127.2"
"Fillmore County, MN","40","192.2"
"Freeborn County, MN","86","279.3"
"Goodhue County, MN","123","265.2"
"Grant County, MN","7","117.3"
"Hennepin County, MN","6,426","530.2"
"Houston County, MN","23","122.7"
"Hubbard County, MN","44","213.7"
"Isanti County, MN","88","229.2"
"Itasca County, MN","117","257.1"
"Jackson County, MN","17","165.9"
"Kanabec County, MN","31","194.5"
"Kandiyohi County, MN","124","292.0"
"Kittson County, MN","2","45.0"
"Koochiching County, MN","15","116.4"
"Lac Qui Parle County, MN","7","101.5"
"Lake County, MN","18","168.5"
"Lake Of The Woods County, MN","6","153.2"
"Le Sueur County, MN","37","133.3"
"Lincoln County, MN","7","120.6"
"Lyon County, MN","40","155.6"
"Mcleod County, MN","69","192.2"
"Mahnomen County, MN","14","253.4"
"Marshall County, MN","8","84.8"
"Martin County, MN","48","237.6"
"Meeker County, MN","39","168.5"
"Mille Lacs County, MN","71","275.3"
"Morrison County, MN","70","213.1"
"Mower County, MN","117","298.3"
"Murray County, MN","12","142.1"
"Nicollet County, MN","65","195.4"
"Nobles County, MN","50","230.9"
"Norman County, MN","2","30.1"
"Olmsted County, MN","559","372.2"
"Otter Tail County, MN","69","119.7"
"Pennington County, MN","26","184.7"
"Pine County, MN","77","264.5"
"Pipestone County, MN","18","193.5"
"Polk County, MN","81","257.0"
"Pope County, MN","15","137.0"
"Ramsey County, MN","2,846","533.3"
"Red Lake County, MN","10","248.8"
"Redwood County, MN","23","148.3"
"Renville County, MN","21","140.0"
"Rice County, MN","157","241.0"
"Rock County, MN","11","115.6"
"Roseau County, MN","16","101.7"
"St. Louis County, MN","731","364.1"
"Scott County, MN","298","213.7"
"Sherburne County, MN","259","284.0"
"Sibley County, MN","28","188.0"
"Stearns County, MN","513","335.0"
"Steele County, MN","102","278.7"
"Stevens County, MN","9","91.5"
"Swift County, MN","8","84.7"
"Todd County, MN","33","136.0"
"Traverse County, MN","7","206.4"
"Wabasha County, MN","45","211.1"
"Wadena County, MN","21","152.8"
"Waseca County, MN","68","358.6"
"Washington County, MN","574","230.2"
"Watonwan County, MN","39","355.5"
"Wilkin County, MN","8","123.2"
"Winona County, MN","208","407.0"
"Wright County, MN","220","169.2"
"Yellow Medicine County, MN","17","169.4"
"Adams County, MS","234","732.7"
"Alcorn County, MS","87","233.0"
"Amite County, MS","49","388.5"
"Attala County, MS","123","643.6"
"Benton County, MS","37","445.1"
"Bolivar County, MS","345","1019.7"
"Calhoun County, MS","92","623.9"
"Carroll County, MS","48","468.1"
"Chickasaw County, MS","126","725.2"
"Choctaw County, MS","21","252.7"
"Claiborne County, MS","0","0.0"
"Clarke County, MS","75","461.0"
"Clay County, MS","129","640.4"
"Coahoma County, MS","363","1457.3"
"Copiah County, MS","355","1229.9"
"Covington County, MS","131","676.0"
"Desoto County, MS","742","434.2"
"Forrest County, MS","613","806.4"
"Franklin County, MS","56","719.2"
"George County, MS","51","219.2"
"Greene County, MS","52","363.3"
"Grenada County, MS","148","683.4"
"Hancock County, MS","134","291.1"
"Harrison County, MS","1,141","574.1"
"Hinds County, MS","2,723","1114.1"
"Holmes County, MS","305","1647.9"
"Humphreys County, MS","101","1151.4"
"Issaquena County, MS","7","505.1"
"Itawamba County, MS","0","0.0"
"Jackson County, MS","621","438.9"
"Jasper County, MS","116","701.1"
"Jefferson County, MS","80","1056.2"
"Jefferson Davis County, MS","99","836.4"
"Jones County, MS","366","536.4"
"Kemper County, MS","64","626.7"
"Lafayette County, MS","358","685.6"
"Lamar County, MS","192","320.3"
"Lauderdale County, MS","528","664.9"
"Lawrence County, MS","74","590.8"
"Leake County, MS","167","720.1"
"Lee County, MS","588","689.8"
"Leflore County, MS","509","1614.5"
"Lincoln County, MS","218","627.0"
"Lowndes County, MS","387","647.7"
"Madison County, MS","515","506.4"
"Marion County, MS","127","492.5"
"Marshall County, MS","285","787.5"
"Monroe County, MS","290","805.4"
"Montgomery County, MS","101","978.0"
"Neshoba County, MS","205","695.9"
"Newton County, MS","135","618.8"
"Noxubee County, MS","94","845.2"
"Oktibbeha County, MS","361","731.6"
"Panola County, MS","291","846.5"
"Pearl River County, MS","196","354.4"
"Perry County, MS","56","458.3"
"Pike County, MS","341","853.3"
"Pontotoc County, MS","101","327.5"
"Prentiss County, MS","82","322.7"
"Quitman County, MS","82","1068.3"
"Rankin County, MS","536","362.0"
"Scott County, MS","223","784.3"
"Sharkey County, MS","55","1188.4"
"Simpson County, MS","136","493.9"
"Smith County, MS","69","426.8"
"Stone County, MS","69","385.6"
"Sunflower County, MS","300","1090.6"
"Tallahatchie County, MS","146","990.8"
"Tate County, MS","133","471.5"
"Tippah County, MS","64","290.2"
"Tishomingo County, MS","55","282.7"
"Tunica County, MS","160","1517.3"
"Union County, MS","86","305.3"
"Walthall County, MS","59","396.6"
"Warren County, MS","358","746.4"
"Washington County, MS","594","1208.9"
"Wayne County, MS","124","604.4"
"Webster County, MS","35","350.9"
"Wilkinson County, MS","55","596.8"
"Winston County, MS","111","600.6"
"Yalobusha County, MS","78","635.6"
"Yazoo County, MS","242","871.8"
"Adair County, MO","70","274.2"
"Andrew County, MO","38","219.4"
"Atchison County, MO","10","186.2"
"Audrain County, MO","157","605.4"
"Barry County, MO","66","184.6"
"Barton County, MO","21","174.7"
"Bates County, MO","29","175.1"
"Benton County, MO","23","122.5"
"Bollinger County, MO","11","88.9"
"Boone County, MO","1,111","642.1"
"Buchanan County, MO","485","541.7"
"Butler County, MO","218","508.3"
"Caldwell County, MO","17","188.5"
"Callaway County, MO","170","379.9"
"Camden County, MO","72","163.4"
"Cape Girardeau County, MO","393","503.1"
"Carroll County, MO","24","266.0"
"Carter County, MO","10","159.6"
"Cass County, MO","322","318.9"
"Cedar County, MO","25","179.4"
"Chariton County, MO","12","156.7"
"Christian County, MO","185","225.5"
"Clark County, MO","12","174.4"
"Clay County, MO","874","374.6"
"Clinton County, MO","47","232.0"
"Cole County, MO","465","607.6"
"Cooper County, MO","60","341.5"
"Crawford County, MO","53","215.1"
"Dade County, MO","18","236.4"
"Dallas County, MO","31","189.2"
"Daviess County, MO","13","156.7"
"Dekalb County, MO","19","149.8"
"Dent County, MO","25","160.5"
"Douglas County, MO","16","118.1"
"Dunklin County, MO","116","369.9"
"Franklin County, MO","231","226.5"
"Gasconade County, MO","52","349.3"
"Gentry County, MO","6","88.0"
"Greene County, MO","1,495","523.0"
"Grundy County, MO","33","323.2"
"Harrison County, MO","10","115.8"
"Henry County, MO","48","218.0"
"Hickory County, MO","17","184.2"
"Holt County, MO","6","132.7"
"Howard County, MO","38","374.7"
"Howell County, MO","104","259.2"
"Iron County, MO","23","224.6"
"Jackson County, MO","5,071","741.7"
"Jasper County, MO","510","433.8"
"Jefferson County, MO","526","236.3"
"Johnson County, MO","311","571.6"
"Knox County, MO","9","225.2"
"Laclede County, MO","74","208.6"
"Lafayette County, MO","80","244.9"
"Lawrence County, MO","84","220.9"
"Lewis County, MO","25","246.9"
"Lincoln County, MO","122","224.9"
"Linn County, MO","29","235.3"
"Livingston County, MO","39","258.4"
"Mcdonald County, MO","79","346.6"
"Macon County, MO","29","187.5"
"Madison County, MO","16","129.2"
"Maries County, MO","11","122.1"
"Marion County, MO","108","374.0"
"Mercer County, MO","0","0.0"
"Miller County, MO","66","263.2"
"Mississippi County, MO","50","351.6"
"Moniteau County, MO","36","226.7"
"Monroe County, MO","16","184.0"
"Montgomery County, MO","27","228.5"
"Morgan County, MO","38","188.0"
"New Madrid County, MO","79","432.9"
"Newton County, MO","189","322.5"
"Nodaway County, MO","105","454.7"
"Oregon County, MO","6","55.1"
"Osage County, MO","18","131.5"
"Ozark County, MO","5","52.8"
"Pemiscot County, MO","113","641.8"
"Perry County, MO","44","228.9"
"Pettis County, MO","155","367.2"
"Phelps County, MO","127","282.5"
"Pike County, MO","37","200.2"
"Platte County, MO","303","319.8"
"Polk County, MO","76","244.9"
"Pulaski County, MO","341","637.0"
"Putnam County, MO","11","227.3"
"Ralls County, MO","12","116.7"
"Randolph County, MO","67","267.3"
"Ray County, MO","41","178.6"
"Reynolds County, MO","8","122.3"
"Ripley County, MO","34","243.4"
"St. Charles County, MO","956","251.6"
"St. Clair County, MO","18","190.4"
"Ste. Genevieve County, MO","40","222.4"
"St. Francois County, MO","208","315.4"
"St. Louis County, MO","5,360","534.8"
"Saline County, MO","85","363.9"
"Schuyler County, MO","11","250.5"
"Scotland County, MO","7","144.1"
"Scott County, MO","180","463.2"
"Shannon County, MO","10","120.4"
"Shelby County, MO","14","228.4"
"Stoddard County, MO","85","284.6"
"Stone County, MO","58","186.5"
"Sullivan County, MO","17","262.6"
"Taney County, MO","142","262.3"
"Texas County, MO","48","187.1"
"Vernon County, MO","63","300.9"
"Warren County, MO","101","303.7"
