Geography,Cases,Rate per 100000
"Aleutians West Census Area, AK","23","399.9"
"Anchorage Municipality, AK","2,523","840.0"
"Bethel Census Area, AK","413","2304.3"
"Bristol Bay Borough, AK","6","634.2"
"Denali Borough, AK","5","262.7"
"Dillingham Census Area, AK","83","1662.0"
"Fairbanks North Star Borough, AK","747","751.7"
"Haines Borough, AK","14","545.6"
"Hoonah-Angoon Census Area, AK","Data not available","Data not available"
"Juneau City and Borough, AK","155","475.1"
"Kenai Peninsula Borough, AK","217","376.5"
"Ketchikan Gateway Borough, AK","117","849.0"
"Kodiak Island Borough, AK","54","385.5"
"Lake and Peninsula Borough, AK","12","736.6"
"Matanuska-Susitna Borough, AK","398","404.9"
"Nome Census Area, AK","268","2725.5"
"North Slope Borough, AK","80","823.6"
"Northwest Arctic Borough, AK","201","2594.2"
"Petersburg Census Area, AK","Data not available","Data not available"
"Prince of Wales-Hyder Census Area, AK","Data not available","Data not available"
"Prince of Wales - Outer Ketchikan, AK","0","0.0"
"Sitka City and Borough, AK","43","484.2"
"Skagway Municipality, AK","Data not available","Data not available"
"Skagway-Hoonah-Angoon, AK","8","255.7"
"Southeast Fairbanks Census Area, AK","19","272.3"
"Valdez-Cordova Census Area, AK","34","358.2"
"Wrangell City and Borough, AK","Data not available","Data not available"
"Wrangell-Petersburg Census Area, AK","0","0.0"
"Yakutat City and Borough, AK","1","157.7"
"Yukon-Koyukuk Census Area, AK","83","1492.0"
"Apache County, AZ","621","864.2"
"Cochise County, AZ","504","395.8"
"Coconino County, AZ","890","646.6"
"Gila County, AZ","197","370.7"
"Graham County, AZ","135","355.7"
"Greenlee County, AZ","49","525.6"
"La Paz County, AZ","92","452.9"
"Maricopa County, AZ","20,219","494.3"
"Mohave County, AZ","442","217.4"
"Navajo County, AZ","772","714.0"
"Pima County, AZ","5,615","559.1"
"Pinal County, AZ","1,357","342.2"
"Santa Cruz County, AZ","173","370.8"
"Yavapai County, AZ","397","181.4"
"Yuma County, AZ","934","459.0"
"Arkansas County, AR","123","662.6"
"Ashley County, AR","140","669.0"
"Baxter County, AR","80","195.9"
"Benton County, AR","608","250.3"
"Boone County, AR","84","226.1"
"Bradley County, AR","44","397.8"
"Calhoun County, AR","10","192.8"
"Carroll County, AR","77","277.8"
"Chicot County, AR","93","829.1"
"Clark County, AR","169","744.5"
"Clay County, AR","36","237.2"
"Cleburne County, AR","63","245.5"
"Cleveland County, AR","26","308.6"
"Columbia County, AR","235","975.0"
"Conway County, AR","95","451.7"
"Craighead County, AR","620","603.9"
"Crawford County, AR","146","236.7"
"Crittenden County, AR","642","1295.5"
"Cross County, AR","103","599.3"
"Dallas County, AR","60","773.5"
"Desha County, AR","109","892.3"
"Drew County, AR","113","603.3"
"Faulkner County, AR","568","469.9"
"Franklin County, AR","50","281.4"
"Fulton County, AR","25","205.9"
"Garland County, AR","407","418.8"
"Grant County, AR","50","276.0"
"Greene County, AR","185","423.1"
"Hempstead County, AR","200","896.2"
"Hot Spring County, AR","169","507.0"
"Howard County, AR","83","616.6"
"Independence County, AR","110","296.8"
"Izard County, AR","26","192.8"
"Jackson County, AR","67","382.8"
"Jefferson County, AR","890","1229.7"
"Johnson County, AR","105","403.6"
"Lafayette County, AR","46","645.3"
"Lawrence County, AR","46","270.8"
"Lee County, AR","60","613.1"
"Lincoln County, AR","40","286.1"
"Little River County, AR","68","542.7"
"Logan County, AR","67","305.7"
"Lonoke County, AR","293","409.9"
"Madison County, AR","37","235.3"
"Marion County, AR","39","237.8"
"Miller County, AR","394","905.0"
"Mississippi County, AR","419","946.2"
"Monroe County, AR","87","1145.0"
"Montgomery County, AR","23","253.1"
"Nevada County, AR","56","643.5"
"Newton County, AR","17","214.9"
"Ouachita County, AR","199","802.8"
"Perry County, AR","16","156.3"
"Phillips County, AR","211","1060.2"
"Pike County, AR","40","363.8"
"Poinsett County, AR","118","488.6"
"Polk County, AR","37","182.7"
"Pope County, AR","288","456.8"
"Prairie County, AR","21","252.6"
"Pulaski County, AR","3,222","820.9"
"Randolph County, AR","61","347.6"
"St. Francis County, AR","182","674.6"
"Saline County, AR","294","254.0"
"Scott County, AR","34","318.3"
"Searcy County, AR","16","202.1"
"Sebastian County, AR","542","426.8"
"Sevier County, AR","64","368.1"
"Sharp County, AR","36","212.7"
"Stone County, AR","22","176.7"
"Union County, AR","279","694.5"
"Van Buren County, AR","35","207.3"
"Washington County, AR","1,166","528.4"
"White County, AR","334","424.7"
"Woodruff County, AR","23","334.1"
"Yell County, AR","62","282.9"
"Alameda County, CA","7,214","447.3"
"Alpine County, CA","3","271.0"
"Amador County, CA","56","152.4"
"Butte County, CA","1,088","485.6"
"Calaveras County, CA","67","150.3"
"Colusa County, CA","37","173.3"
"Contra Costa County, CA","4,250","382.3"
"Del Norte County, CA","59","217.0"
"El Dorado County, CA","324","177.0"
"Fresno County, CA","5,730","593.8"
"Glenn County, CA","77","274.7"
"Humboldt County, CA","445","330.0"
"Imperial County, CA","727","405.4"
"Inyo County, CA","61","331.6"
"Kern County, CA","6,345","725.8"
"Kings County, CA","535","356.4"
"Lake County, CA","177","275.9"
"Lassen County, CA","80","252.1"
"Los Angeles County, CA","54,881","542.9"
"Madera County, CA","802","518.9"
"Marin County, CA","614","235.7"
"Mariposa County, CA","28","158.8"
"Mendocino County, CA","287","327.3"
"Merced County, CA","1,039","390.5"
"Modoc County, CA","6","66.6"
"Mono County, CA","22","156.5"
"Monterey County, CA","1,703","394.9"
"Napa County, CA","381","269.2"
"Nevada County, CA","221","223.8"
"Orange County, CA","9,382","298.3"
"Placer County, CA","884","238.2"
"Plumas County, CA","55","296.2"
"Riverside County, CA","8,807","378.3"
"Sacramento County, CA","7,736","522.2"
"San Benito County, CA","145","248.7"
"San Bernardino County, CA","10,753","509.5"
"San Diego County, CA","15,754","482.4"
"San Francisco County, CA","6,041","708.6"
"San Joaquin County, CA","3,540","495.0"
"San Luis Obispo County, CA","1,041","373.0"
"San Mateo County, CA","2,258","297.8"
"Santa Barbara County, CA","2,021","458.0"
"Santa Clara County, CA","6,133","323.5"
"Santa Cruz County, CA","916","337.5"
"Shasta County, CA","683","380.0"
"Sierra County, CA","4","134.3"
"Siskiyou County, CA","113","260.0"
"Solano County, CA","2,311","536.5"
"Sonoma County, CA","1,645","329.2"
"Stanislaus County, CA","2,366","444.8"
"Sutter County, CA","337","352.5"
"Tehama County, CA","191","303.4"
"Trinity County, CA","18","137.1"
"Tulare County, CA","2,343","512.4"
"Tuolumne County, CA","102","189.3"
"Ventura County, CA","2,479","293.0"
"Yolo County, CA","730","348.9"
"Yuba County, CA","261","353.3"
"Adams County, CO","2,017","419.2"
"Alamosa County, CO","78","478.0"
"Arapahoe County, CO","3,473","560.5"
"Archuleta County, CO","25","204.8"
"Baca County, CO","4","110.0"
"Bent County, CO","13","225.2"
"Boulder County, CO","955","304.3"
"Broomfield County, CO","164","265.1"
"Chaffee County, CO","33","178.8"
"Cheyenne County, CO","0","0.0"
"Clear Creek County, CO","10","109.0"
"Conejos County, CO","24","290.3"
"Costilla County, CO","7","197.1"
"Crowley County, CO","13","231.6"
"Custer County, CO","5","115.0"
"Delta County, CO","57","190.3"
"Denver County, CO","5,919","891.5"
"Dolores County, CO","2","101.3"
"Douglas County, CO","509","161.7"
"Eagle County, CO","138","260.2"
"Elbert County, CO","33","136.5"
"El Paso County, CO","2,512","379.0"
"Fremont County, CO","107","230.7"
"Garfield County, CO","155","269.8"
"Gilpin County, CO","5","87.4"
"Grand County, CO","17","117.4"
"Gunnison County, CO","44","279.8"
"Hinsdale County, CO","0","0.0"
"Huerfano County, CO","12","186.5"
"Jackson County, CO","1","71.7"
"Jefferson County, CO","1,198","214.3"
"Kiowa County, CO","0","0.0"
"Kit Carson County, CO","7","89.6"
"Lake County, CO","17","230.8"
"La Plata County, CO","185","343.5"
"Larimer County, CO","910","280.3"
"Las Animas County, CO","41","291.4"
"Lincoln County, CO","8","145.2"
"Logan County, CO","59","268.7"
"Mesa County, CO","558","377.3"
"Mineral County, CO","3","431.7"
"Moffat County, CO","34","262.9"
"Montezuma County, CO","123","476.8"
"Montrose County, CO","112","274.3"
"Morgan County, CO","81","286.8"
"Otero County, CO","56","303.9"
"Ouray County, CO","5","108.1"
"Park County, CO","18","110.7"
"Phillips County, CO","10","227.7"
"Pitkin County, CO","36","204.6"
"Prowers County, CO","52","431.6"
"Pueblo County, CO","780","482.2"
"Rio Blanco County, CO","7","104.8"
"Rio Grande County, CO","52","447.9"
"Routt County, CO","38","158.9"
"Saguache County, CO","8","129.1"
"San Juan County, CO","2","278.2"
"San Miguel County, CO","13","167.1"
"Sedgwick County, CO","5","214.2"
"Summit County, CO","68","230.9"
"Teller County, CO","26","111.2"
"Washington County, CO","4","83.6"
"Weld County, CO","996","360.4"
"Yuma County, CO","18","175.5"
"Fairfield County, CT","2,913","308.0"
"Hartford County, CT","4,154","463.2"
"Litchfield County, CT","290","156.8"
"Middlesex County, CT","308","186.9"
"New Haven County, CT","3,963","460.2"
"New London County, CT","849","311.3"
"Tolland County, CT","251","165.6"
"Windham County, CT","304","260.2"
"Kent County, DE","964","561.2"
"New Castle County, DE","2,654","479.6"
"Sussex County, DE","855","405.5"
"District Of Columbia, DC","2","0.3"
"Alachua County, FL","1,957","762.9"
"Baker County, FL","152","560.2"
"Bay County, FL","700","391.7"
"Bradford County, FL","130","487.2"
"Brevard County, FL","1,669","299.7"
"Broward County, FL","9,045","483.8"
"Calhoun County, FL","55","379.0"
"Charlotte County, FL","271","160.9"
"Citrus County, FL","400","287.3"
"Clay County, FL","722","361.2"
"Collier County, FL","816","234.2"
"Columbia County, FL","318","468.2"
"Desoto County, FL","141","401.1"
"Dixie County, FL","62","390.0"
"Duval County, FL","5,770","641.6"
"Escambia County, FL","1,823","589.9"
"Flagler County, FL","284","276.9"
"Franklin County, FL","40","341.9"
"Gadsden County, FL","375","812.6"
"Gilchrist County, FL","61","359.3"
"Glades County, FL","32","237.4"
"Gulf County, FL","33","207.1"
"Hamilton County, FL","92","654.8"
"Hardee County, FL","121","440.9"
"Hendry County, FL","206","535.4"
"Hernando County, FL","461","262.4"
"Highlands County, FL","295","300.7"
"Hillsborough County, FL","7,465","566.2"
"Holmes County, FL","57","290.1"
"Indian River County, FL","422","291.5"
"Jackson County, FL","217","444.7"
"Jefferson County, FL","61","434.6"
"Lafayette County, FL","13","146.7"
"Lake County, FL","1,064","337.0"
"Lee County, FL","2,404","353.9"
"Leon County, FL","2,827","995.2"
"Levy County, FL","204","516.4"
"Liberty County, FL","16","191.3"
"Madison County, FL","99","534.5"
"Manatee County, FL","1,483","421.6"
"Marion County, FL","1,386","409.2"
"Martin County, FL","278","181.1"
"Miami-Dade County, FL","10,725","401.9"
"Monroe County, FL","168","218.6"
"Nassau County, FL","167","218.0"
"Okaloosa County, FL","883","451.3"
"Okeechobee County, FL","131","334.9"
"Orange County, FL","7,213","574.1"
"Osceola County, FL","1,237","396.5"
"Palm Beach County, FL","4,829","345.3"
"Pasco County, FL","1,100","226.5"
"Pinellas County, FL","3,926","418.5"
"Polk County, FL","2,920","459.7"
"Putnam County, FL","290","402.6"
"St. Johns County, FL","580","266.0"
"St. Lucie County, FL","989","339.9"
"Santa Rosa County, FL","395","242.0"
"Sarasota County, FL","926","233.2"
"Seminole County, FL","1,487","336.0"
"Sumter County, FL","183","160.5"
"Suwannee County, FL","130","296.7"
"Taylor County, FL","77","340.7"
"Union County, FL","60","395.6"
"Volusia County, FL","1,436","282.8"
"Wakulla County, FL","106","337.6"
"Walton County, FL","147","238.8"
"Washington County, FL","62","253.7"
"Appling County, GA","68","368.0"
"Atkinson County, GA","24","292.6"
"Bacon County, GA","41","364.5"
"Baker County, GA","10","305.4"
"Baldwin County, GA","256","558.7"
"Banks County, GA","22","120.1"
"Barrow County, GA","268","366.2"
"Bartow County, GA","375","368.4"
"Ben Hill County, GA","131","752.1"
"Berrien County, GA","58","309.9"
"Bibb County, GA","1,606","1043.4"
"Bleckley County, GA","71","554.9"
"Brantley County, GA","47","255.3"
"Brooks County, GA","71","460.4"
"Bryan County, GA","129","380.3"
"Bulloch County, GA","682","944.4"
"Burke County, GA","115","506.3"
"Butts County, GA","77","329.1"
"Calhoun County, GA","30","466.5"
"Camden County, GA","170","327.1"
"Candler County, GA","35","321.7"
"Carroll County, GA","734","643.9"
"Catoosa County, GA","150","228.7"
"Charlton County, GA","57","442.3"
"Chatham County, GA","2,217","783.4"
"Chattahoochee County, GA","84","706.0"
"Chattooga County, GA","79","317.4"
"Cherokee County, GA","452","195.9"
"Clarke County, GA","986","816.1"
"Clay County, GA","23","742.7"
"Clayton County, GA","2,057","767.0"
"Clinch County, GA","63","924.3"
"Cobb County, GA","2,798","382.8"
"Coffee County, GA","196","458.0"
"Colquitt County, GA","149","323.6"
"Columbia County, GA","220","157.9"
"Cook County, GA","80","465.0"
"Coweta County, GA","340","251.1"
"Crawford County, GA","25","200.4"
"Crisp County, GA","137","596.0"
"Dade County, GA","24","146.7"
"Dawson County, GA","33","144.1"
"Decatur County, GA","235","862.7"
"Dekalb County, GA","4,583","632.8"
"Dodge County, GA","94","447.8"
"Dooly County, GA","57","401.3"
"Dougherty County, GA","953","1030.1"
"Douglas County, GA","682","492.5"
"Early County, GA","98","937.1"
"Echols County, GA","6","148.0"
"Effingham County, GA","197","355.3"
"Elbert County, GA","89","458.5"
"Emanuel County, GA","179","788.2"
"Evans County, GA","72","662.7"
"Fannin County, GA","25","105.4"
"Fayette County, GA","279","254.5"
"Floyd County, GA","452","470.5"
"Forsyth County, GA","191","93.7"
"Franklin County, GA","87","391.0"
"Fulton County, GA","6,575","659.8"
"Gilmer County, GA","42","145.5"
"Glascock County, GA","6","197.0"
"Glynn County, GA","368","446.9"
"Gordon County, GA","131","234.3"
"Grady County, GA","124","490.0"
"Greene County, GA","77","467.4"
"Gwinnett County, GA","2,936","334.5"
"Habersham County, GA","86","196.6"
"Hall County, GA","503","264.0"
"Hancock County, GA","61","716.0"
"Haralson County, GA","75","262.1"
"Harris County, GA","55","167.3"
"Hart County, GA","52","204.6"
"Heard County, GA","23","198.2"
"Henry County, GA","945","442.1"
"Houston County, GA","863","578.3"
"Irwin County, GA","50","550.0"
"Jackson County, GA","151","244.1"
"Jasper County, GA","46","342.3"
"Jeff Davis County, GA","68","457.5"
"Jefferson County, GA","143","880.7"
"Jenkins County, GA","52","569.6"
"Johnson County, GA","45","463.6"
"Jones County, GA","35","121.6"
"Lamar County, GA","69","378.9"
"Lanier County, GA","39","375.4"
"Laurens County, GA","296","619.5"
"Lee County, GA","82","281.2"
"Liberty County, GA","407","624.8"
"Lincoln County, GA","24","315.7"
"Long County, GA","44","256.2"
"Lowndes County, GA","951","837.4"
"Lumpkin County, GA","51","163.8"
"Mcduffie County, GA","186","863.7"
"Mcintosh County, GA","41","292.7"
"Macon County, GA","64","463.2"
"Madison County, GA","89","313.5"
"Marion County, GA","37","421.8"
"Meriwether County, GA","93","438.6"
"Miller County, GA","35","590.9"
"Mitchell County, GA","154","676.1"
"Monroe County, GA","94","347.4"
"Montgomery County, GA","44","490.3"
"Morgan County, GA","68","378.2"
"Murray County, GA","93","236.2"
"Muscogee County, GA","1,591","791.2"
"Newton County, GA","577","555.7"
"Oconee County, GA","77","219.1"
"Oglethorpe County, GA","30","204.4"
"Paulding County, GA","283","190.0"
"Peach County, GA","224","834.9"
"Pickens County, GA","34","113.2"
"Pierce County, GA","63","331.6"
"Pike County, GA","45","253.4"
"Polk County, GA","147","358.2"
"Pulaski County, GA","59","514.0"
"Putnam County, GA","97","458.1"
"Quitman County, GA","12","521.1"
"Rabun County, GA","35","215.7"
"Randolph County, GA","43","589.0"
"Richmond County, GA","1,705","847.6"
"Rockdale County, GA","510","581.7"
"Schley County, GA","9","175.0"
"Screven County, GA","77","547.1"
"Seminole County, GA","49","566.4"
"Spalding County, GA","295","461.9"
"Stephens County, GA","124","487.1"
"Stewart County, GA","26","448.0"
"Sumter County, GA","273","874.1"
"Talbot County, GA","21","329.3"
"Taliaferro County, GA","11","649.7"
"Tattnall County, GA","95","377.1"
"Taylor County, GA","46","546.3"
"Telfair County, GA","71","431.1"
"Terrell County, GA","88","964.9"
"Thomas County, GA","370","822.4"
"Tift County, GA","247","608.1"
"Toombs County, GA","190","698.7"
"Towns County, GA","25","225.5"
"Treutlen County, GA","33","484.7"
"Troup County, GA","500","719.5"
"Turner County, GA","66","812.0"
"Twiggs County, GA","32","383.1"
"Union County, GA","16","72.9"
"Upson County, GA","83","316.3"
"Walker County, GA","113","165.5"
"Walton County, GA","301","344.2"
"Ware County, GA","280","788.4"
"Warren County, GA","39","707.2"
"Washington County, GA","157","761.8"
"Wayne County, GA","126","420.7"
"Webster County, GA","18","679.2"
"Wheeler County, GA","26","325.7"
"White County, GA","19","68.0"
"Whitfield County, GA","327","315.6"
"Wilcox County, GA","34","384.7"
"Wilkes County, GA","62","624.8"
"Wilkinson County, GA","50","535.1"
"Worth County, GA","62","295.9"
"Hawaii County, HI","720","371.1"
"Honolulu County, HI","4,994","503.4"
"Kalawao County, HI","0","0.0"
"Kauai County, HI","174","246.2"
"Maui County, HI","528","323.1"
"Ada County, ID","1,529","358.2"
"Adams County, ID","3","78.0"
"Bannock County, ID","303","363.0"
"Bear Lake County, ID","10","167.9"
"Benewah County, ID","28","308.4"
"Bingham County, ID","100","221.2"
"Blaine County, ID","41","191.2"
"Boise County, ID","11","161.1"
"Bonner County, ID","95","228.7"
"Bonneville County, ID","274","252.5"
"Boundary County, ID","15","136.6"
"Butte County, ID","1","38.3"
"Camas County, ID","5","481.7"
"Canyon County, ID","966","476.0"
"Caribou County, ID","5","73.4"
"Cassia County, ID","54","229.4"
"Clark County, ID","1","114.4"
"Clearwater County, ID","25","293.8"
"Custer County, ID","3","72.4"
"Elmore County, ID","120","456.9"
"Franklin County, ID","12","92.4"
"Fremont County, ID","7","54.4"
"Gem County, ID","41","244.4"
"Gooding County, ID","48","317.6"
"Idaho County, ID","24","148.1"
"Jefferson County, ID","34","126.0"
"Jerome County, ID","87","381.8"
"Kootenai County, ID","589","400.0"
"Latah County, ID","169","438.0"
"Lemhi County, ID","9","116.5"
"Lewis County, ID","8","209.3"
"Lincoln County, ID","28","527.9"
"Madison County, ID","15","39.4"
"Minidoka County, ID","62","305.4"
"Nez Perce County, ID","187","468.3"
"Oneida County, ID","4","95.1"
"Owyhee County, ID","36","318.3"
"Payette County, ID","51","223.5"
"Power County, ID","10","130.2"
"Shoshone County, ID","50","403.6"
"Teton County, ID","8","77.6"
"Twin Falls County, ID","347","427.8"
"Valley County, ID","14","142.8"
"Washington County, ID","12","119.9"
"Adams County, IL","205","305.9"
"Alexander County, IL","65","915.8"
"Bond County, IL","39","227.8"
"Boone County, IL","119","221.2"
"Brown County, IL","17","248.4"
"Bureau County, IL","51","150.4"
"Calhoun County, IL","8","161.2"
"Carroll County, IL","42","284.0"
"Cass County, IL","32","244.6"
"Champaign County, IL","1,247","601.2"
"Christian County, IL","61","179.9"
"Clark County, IL","36","223.1"
"Clay County, IL","46","341.7"
"Clinton County, IL","95","251.3"
"Coles County, IL","319","605.3"
"Cook County, IL","37,371","712.0"
"Crawford County, IL","50","258.1"
"Cumberland County, IL","25","229.2"
"Dekalb County, IL","472","450.8"
"De Witt County, IL","38","233.9"
"Douglas County, IL","39","196.3"
"Dupage County, IL","2,056","220.2"
"Edgar County, IL","39","219.1"
"Edwards County, IL","10","151.0"
"Effingham County, IL","76","221.4"
"Fayette County, IL","32","145.5"
"Ford County, IL","15","109.4"
"Franklin County, IL","104","263.2"
"Fulton County, IL","87","241.9"
"Gallatin County, IL","13","244.5"
"Greene County, IL","32","240.7"
"Grundy County, IL","78","154.7"
"Hamilton County, IL","21","253.1"
"Hancock County, IL","38","204.0"
"Hardin County, IL","10","237.0"
"Henderson County, IL","11","157.3"
"Henry County, IL","130","261.7"
"Iroquois County, IL","25","86.8"
"Jackson County, IL","625","1052.4"
"Jasper County, IL","21","218.3"
"Jefferson County, IL","135","351.1"
"Jersey County, IL","44","195.1"
"Jo Daviess County, IL","39","174.4"
"Johnson County, IL","36","281.6"
"Kane County, IL","1,708","323.8"
"Kankakee County, IL","656","588.5"
"Kendall County, IL","262","215.1"
"Knox County, IL","229","440.6"
"Lake County, IL","2,836","402.8"
"Lasalle County, IL","286","255.4"
"Lawrence County, IL","36","216.9"
"Lee County, IL","118","338.2"
"Livingston County, IL","72","194.6"
"Logan County, IL","173","582.1"
"Mcdonough County, IL","227","718.6"
"Mchenry County, IL","555","180.8"
"Mclean County, IL","895","514.0"
"Macon County, IL","831","766.7"
"Macoupin County, IL","112","241.6"
"Madison County, IL","1,072","402.0"
"Marion County, IL","191","496.3"
"Marshall County, IL","39","325.1"
"Mason County, IL","31","222.8"
"Massac County, IL","55","369.7"
"Menard County, IL","24","191.0"
"Mercer County, IL","45","281.6"
"Monroe County, IL","55","163.2"
"Montgomery County, IL","61","209.9"
"Morgan County, IL","149","426.6"
"Moultrie County, IL","46","308.9"
"Ogle County, IL","133","255.7"
"Peoria County, IL","1,482","791.7"
"Perry County, IL","64","296.3"
"Piatt County, IL","42","255.4"
"Pike County, IL","40","250.2"
"Pope County, IL","33","773.0"
"Pulaski County, IL","32","550.2"
"Putnam County, IL","14","241.6"
"Randolph County, IL","55","166.4"
"Richland County, IL","46","285.7"
"Rock Island County, IL","712","484.7"
"St. Clair County, IL","1,994","750.9"
"Saline County, IL","108","439.4"
"Sangamon County, IL","1,102","553.5"
"Schuyler County, IL","6","82.9"
"Scott County, IL","12","232.3"
"Shelby County, IL","31","140.5"
"Stark County, IL","14","239.9"
"Stephenson County, IL","264","569.6"
"Tazewell County, IL","389","287.0"
"Union County, IL","56","320.5"
"Vermilion County, IL","450","563.6"
"Wabash County, IL","28","242.4"
"Warren County, IL","40","224.7"
"Washington County, IL","27","187.6"
"Wayne County, IL","33","199.8"
"White County, IL","31","216.1"
"Whiteside County, IL","170","297.8"
"Will County, IL","2,330","339.8"
"Williamson County, IL","216","321.1"
"Winnebago County, IL","1,701","589.5"
"Woodford County, IL","63","160.6"
"Adams County, IN","43","123.7"
"Allen County, IN","1,868","510.8"
"Bartholomew County, IN","234","291.7"
"Benton County, IN","32","367.9"
"Blackford County, IN","30","241.9"
"Boone County, IN","145","234.6"
"Brown County, IN","11","73.7"
"Carroll County, IN","23","115.6"
"Cass County, IN","127","331.3"
"Clark County, IN","400","350.0"
"Clay County, IN","78","294.5"
"Clinton County, IN","116","355.0"
"Crawford County, IN","18","169.4"
"Daviess County, IN","104","317.6"
"Dearborn County, IN","88","178.1"
"Decatur County, IN","43","162.2"
"Dekalb County, IN","61","143.5"
"Delaware County, IN","679","579.3"
"Dubois County, IN","102","240.8"
"Elkhart County, IN","845","418.9"
"Fayette County, IN","77","328.1"
"Floyd County, IN","312","409.3"
"Fountain County, IN","52","310.9"
"Franklin County, IN","36","157.2"
"Fulton County, IN","41","200.2"
"Gibson County, IN","101","298.4"
"Grant County, IN","362","527.5"
"Greene County, IN","62","189.4"
"Hamilton County, IN","564","186.0"
"Hancock County, IN","167","232.1"
"Harrison County, IN","106","270.1"
"Hendricks County, IN","308","197.3"
"Henry County, IN","116","236.4"
"Howard County, IN","273","330.1"
"Huntington County, IN","93","253.5"
"Jackson County, IN","117","267.1"
"Jasper County, IN","48","143.4"
"Jay County, IN","51","241.2"
"Jefferson County, IN","88","270.5"
"Jennings County, IN","89","317.9"
"Johnson County, IN","393","266.5"
"Knox County, IN","144","380.5"
"Kosciusko County, IN","155","197.6"
"Lagrange County, IN","23","59.8"
"Lake County, IN","2,549","519.6"
"Laporte County, IN","345","308.9"
"Lawrence County, IN","139","304.7"
"Madison County, IN","405","311.5"
"Marion County, IN","9,512","1017.8"
"Marshall County, IN","67","142.5"
"Martin County, IN","14","137.1"
"Miami County, IN","101","280.7"
"Monroe County, IN","771","537.0"
"Montgomery County, IN","105","275.9"
"Morgan County, IN","206","296.0"
"Newton County, IN","21","149.2"
"Noble County, IN","119","250.0"
"Ohio County, IN","10","166.4"
"Orange County, IN","64","325.1"
"Owen County, IN","27","128.4"
"Parke County, IN","71","412.1"
"Perry County, IN","38","196.0"
"Pike County, IN","36","284.8"
"Porter County, IN","401","239.7"
"Posey County, IN","35","137.1"
"Pulaski County, IN","19","146.4"
"Putnam County, IN","106","281.5"
"Randolph County, IN","64","252.6"
"Ripley County, IN","76","266.2"
"Rush County, IN","43","255.4"
"St. Joseph County, IN","832","310.8"
"Scott County, IN","63","266.1"
"Shelby County, IN","135","303.2"
"Spencer County, IN","36","172.8"
"Starke County, IN","24","104.2"
"Steuben County, IN","64","186.0"
"Sullivan County, IN","48","228.5"
"Switzerland County, IN","16","152.5"
"Tippecanoe County, IN","834","454.1"
"Tipton County, IN","18","116.7"
"Union County, IN","11","152.2"
"Vanderburgh County, IN","1,087","597.5"
"Vermillion County, IN","26","165.7"
"Vigo County, IN","424","391.9"
"Wabash County, IN","59","182.8"
"Warren County, IN","20","240.1"
"Warrick County, IN","134","218.7"
"Washington County, IN","70","250.9"
"Wayne County, IN","285","422.6"
"Wells County, IN","55","197.6"
"White County, IN","57","233.5"
"Whitley County, IN","48","143.7"
"Adair County, IA","7","94.4"
"Adams County, IA","12","310.0"
"Allamakee County, IA","33","234.7"
"Appanoose County, IA","41","324.7"
