Geography,Cases,Rate per 100000
"Adair County, IA","6","80.1"
"Adams County, IA","10","256.0"
"Allamakee County, IA","27","191.2"
"Appanoose County, IA","23","181.1"
"Audubon County, IA","22","374.1"
"Benton County, IA","53","205.0"
"Black Hawk County, IA","879","667.3"
"Boone County, IA","61","232.5"
"Bremer County, IA","53","216.7"
"Buchanan County, IA","48","229.0"
"Buena Vista County, IA","57","277.5"
"Butler County, IA","32","213.5"
"Calhoun County, IA","19","191.6"
"Carroll County, IA","44","212.8"
"Cass County, IA","42","306.1"
"Cedar County, IA","42","228.3"
"Cerro Gordo County, IA","110","251.6"
"Cherokee County, IA","15","125.4"
"Chickasaw County, IA","16","130.3"
"Clarke County, IA","29","310.2"
"Clay County, IA","41","247.4"
"Clayton County, IA","24","133.9"
"Clinton County, IA","176","361.3"
"Crawford County, IA","64","369.5"
"Dallas County, IA","138","191.1"
"Davis County, IA","21","241.7"
"Decatur County, IA","29","351.2"
"Delaware County, IA","27","153.6"
"Des Moines County, IA","183","454.6"
"Dickinson County, IA","24","141.4"
"Dubuque County, IA","382","401.1"
"Emmet County, IA","38","381.4"
"Fayette County, IA","41","197.0"
"Floyd County, IA","52","322.9"
"Franklin County, IA","31","294.6"
"Fremont County, IA","12","168.0"
"Greene County, IA","34","370.7"
"Grundy County, IA","25","201.1"
"Guthrie County, IA","17","157.8"
"Hamilton County, IA","53","345.8"
"Hancock County, IA","5","44.8"
"Hardin County, IA","33","189.8"
"Harrison County, IA","33","227.2"
"Henry County, IA","77","383.8"
"Howard County, IA","12","125.3"
"Humboldt County, IA","22","226.2"
"Ida County, IA","13","183.3"
"Iowa County, IA","31","191.1"
"Jackson County, IA","51","259.0"
"Jasper County, IA","113","309.1"
"Jefferson County, IA","27","157.5"
"Johnson County, IA","699","510.5"
"Jones County, IA","38","184.4"
"Keokuk County, IA","25","240.4"
"Kossuth County, IA","18","117.2"
"Lee County, IA","159","446.5"
"Linn County, IA","999","464.0"
"Louisa County, IA","37","326.6"
"Lucas County, IA","21","239.9"
"Lyon County, IA","12","102.0"
"Madison County, IA","27","172.6"
"Mahaska County, IA","63","281.1"
"Marion County, IA","75","225.1"
"Marshall County, IA","195","474.5"
"Mills County, IA","26","175.1"
"Mitchell County, IA","9","83.7"
"Monona County, IA","16","175.1"
"Monroe County, IA","18","223.4"
"Montgomery County, IA","25","236.7"
"Muscatine County, IA","149","347.3"
"O'brien County, IA","18","127.1"
"Osceola County, IA","9","145.5"
"Page County, IA","60","381.0"
"Palo Alto County, IA","10","107.8"
"Plymouth County, IA","67","269.4"
"Pocahontas County, IA","9","125.8"
"Polk County, IA","2,055","462.8"
"Pottawattamie County, IA","398","428.4"
"Poweshiek County, IA","76","404.9"
"Ringgold County, IA","8","157.5"
"Sac County, IA","10","98.3"
"Scott County, IA","937","555.0"
"Shelby County, IA","15","124.2"
"Sioux County, IA","46","133.9"
"Story County, IA","330","359.2"
"Tama County, IA","64","365.0"
"Taylor County, IA","13","208.5"
"Union County, IA","43","341.2"
"Van Buren County, IA","11","147.6"
"Wapello County, IA","173","489.3"
"Warren County, IA","92","195.8"
"Washington County, IA","57","260.0"
"Wayne County, IA","11","172.9"
"Webster County, IA","167","447.7"
"Winnebago County, IA","23","216.2"
"Winneshiek County, IA","35","166.3"
"Woodbury County, IA","574","560.6"
"Worth County, IA","11","146.2"
"Wright County, IA","27","207.4"
"Allen County, KS","24","179.9"
"Anderson County, KS","15","189.6"
"Atchison County, KS","48","285.8"
"Barber County, KS","10","205.4"
"Barton County, KS","113","410.5"
"Bourbon County, KS","39","262.7"
"Brown County, KS","25","253.0"
"Butler County, KS","165","250.8"
"Chase County, KS","1","36.3"
"Chautauqua County, KS","9","252.4"
"Cherokee County, KS","60","283.0"
"Cheyenne County, KS","0","0.0"
"Clark County, KS","3","137.7"
"Clay County, KS","7","82.3"
"Cloud County, KS","39","415.1"
"Coffey County, KS","12","141.0"
"Comanche County, KS","8","418.8"
"Cowley County, KS","194","535.0"
"Crawford County, KS","183","464.6"
"Decatur County, KS","3","104.3"
"Dickinson County, KS","39","197.6"
"Doniphan County, KS","15","190.7"
"Douglas County, KS","550","485.6"
"Edwards County, KS","2","67.1"
"Elk County, KS","0","0.0"
"Ellis County, KS","109","374.6"
"Ellsworth County, KS","1","15.4"
"Finney County, KS","179","481.8"
"Ford County, KS","134","385.2"
"Franklin County, KS","80","309.2"
"Geary County, KS","267","703.6"
"Gove County, KS","0","0.0"
"Graham County, KS","2","77.2"
"Grant County, KS","21","268.2"
"Gray County, KS","5","83.5"
"Greeley County, KS","3","236.6"
"Greenwood County, KS","9","139.8"
"Hamilton County, KS","6","227.6"
"Harper County, KS","11","187.6"
"Harvey County, KS","91","261.3"
"Haskell County, KS","12","285.9"
"Hodgeman County, KS","3","152.7"
"Jackson County, KS","36","268.3"
"Jefferson County, KS","22","116.4"
"Jewell County, KS","3","98.7"
"Johnson County, KS","1,468","262.2"
"Kearny County, KS","12","301.4"
"Kingman County, KS","14","178.8"
"Kiowa County, KS","4","159.7"
"Labette County, KS","68","320.6"
"Lane County, KS","0","0.0"
"Leavenworth County, KS","260","334.5"
"Lincoln County, KS","3","94.8"
"Linn County, KS","21","221.4"
"Logan County, KS","1","35.8"
"Lyon County, KS","157","468.1"
"Mcpherson County, KS","69","235.1"
"Marion County, KS","18","145.4"
"Marshall County, KS","14","139.1"
"Meade County, KS","4","91.0"
"Miami County, KS","51","156.3"
"Mitchell County, KS","14","221.1"
"Montgomery County, KS","175","507.7"
"Morris County, KS","15","256.3"
"Morton County, KS","7","223.1"
"Nemaha County, KS","8","79.1"
"Neosho County, KS","43","261.2"
"Ness County, KS","3","97.3"
"Norton County, KS","6","107.3"
"Osage County, KS","27","166.9"
"Osborne County, KS","8","209.6"
"Ottawa County, KS","10","164.9"
"Pawnee County, KS","14","202.9"
"Phillips County, KS","10","181.5"
"Pottawatomie County, KS","35","156.7"
"Pratt County, KS","18","184.1"
"Rawlins County, KS","0","0.0"
"Reno County, KS","184","286.5"
"Republic County, KS","6","123.8"
"Rice County, KS","16","160.0"
"Riley County, KS","420","550.5"
"Rooks County, KS","7","134.4"
"Rush County, KS","1","31.2"
"Russell County, KS","16","229.4"
"Saline County, KS","280","501.3"
"Scott County, KS","12","246.3"
"Sedgwick County, KS","2,842","563.7"
"Seward County, KS","103","440.3"
"Shawnee County, KS","805","449.7"
"Sheridan County, KS","5","197.5"
"Sherman County, KS","8","131.0"
"Smith County, KS","2","53.2"
"Stafford County, KS","9","207.1"
"Stanton County, KS","2","92.5"
"Stevens County, KS","10","173.9"
"Sumner County, KS","66","278.4"
"Thomas County, KS","18","226.5"
"Trego County, KS","2","67.4"
"Wabaunsee County, KS","11","157.1"
"Wallace County, KS","1","65.5"
"Washington County, KS","4","69.8"
"Wichita County, KS","1","44.8"
"Wilson County, KS","8","87.7"
"Woodson County, KS","2","61.2"
"Wyandotte County, KS","1,179","739.3"
"Adair County, KY","53","283.6"
"Allen County, KY","52","256.9"
"Anderson County, KY","64","295.5"
"Ballard County, KY","35","421.6"
"Barren County, KY","99","232.2"
"Bath County, KY","33","279.7"
"Bell County, KY","87","309.0"
"Boone County, KY","336","272.8"
"Bourbon County, KY","53","265.2"
"Boyd County, KY","163","331.0"
"Boyle County, KY","147","507.3"
"Bracken County, KY","23","271.5"
"Breathitt County, KY","10","73.3"
"Breckinridge County, KY","44","219.1"
"Bullitt County, KY","174","229.2"
"Butler County, KY","20","156.4"
"Caldwell County, KY","42","324.9"
"Calloway County, KY","181","475.9"
"Campbell County, KY","327","358.6"
"Carlisle County, KY","20","396.7"
"Carroll County, KY","34","312.8"
"Carter County, KY","43","156.6"
"Casey County, KY","47","292.4"
"Christian County, KY","475","627.9"
"Clark County, KY","161","450.3"
"Clay County, KY","35","162.5"
"Clinton County, KY","12","117.1"
"Crittenden County, KY","19","205.4"
"Cumberland County, KY","8","116.6"
"Daviess County, KY","411","420.2"
"Edmonson County, KY","46","379.1"
"Elliott County, KY","6","77.4"
"Estill County, KY","22","151.9"
"Fayette County, KY","1,560","510.6"
"Fleming County, KY","21","144.4"
"Floyd County, KY","70","178.8"
"Franklin County, KY","298","601.6"
"Fulton County, KY","48","734.8"
"Gallatin County, KY","16","188.2"
"Garrard County, KY","34","200.6"
"Grant County, KY","67","273.6"
"Graves County, KY","136","362.3"
"Grayson County, KY","81","313.4"
"Green County, KY","23","203.4"
"Greenup County, KY","50","136.2"
"Hancock County, KY","23","265.5"
"Hardin County, KY","540","504.2"
"Harlan County, KY","44","153.8"
"Harrison County, KY","36","193.5"
"Hart County, KY","53","287.9"
"Henderson County, KY","168","361.8"
"Henry County, KY","38","248.0"
"Hickman County, KY","19","400.0"
"Hopkins County, KY","196","419.9"
"Jackson County, KY","22","165.4"
"Jefferson County, KY","5,072","675.3"
"Jessamine County, KY","152","306.8"
"Johnson County, KY","22","93.9"
"Kenton County, KY","641","396.1"
"Knott County, KY","21","130.7"
"Knox County, KY","118","372.3"
"Larue County, KY","45","319.8"
"Laurel County, KY","104","174.6"
"Lawrence County, KY","18","113.7"
"Lee County, KY","10","132.5"
"Leslie County, KY","8","71.8"
"Letcher County, KY","25","104.5"
"Lewis County, KY","27","195.3"
"Lincoln County, KY","99","405.6"
"Livingston County, KY","12","127.1"
"Logan County, KY","70","262.3"
"Lyon County, KY","31","367.5"
"Mccracken County, KY","333","507.6"
"Mccreary County, KY","40","221.6"
"Mclean County, KY","12","126.1"
"Madison County, KY","314","369.7"
"Magoffin County, KY","20","153.6"
"Marion County, KY","65","325.1"
"Marshall County, KY","61","195.1"
"Martin County, KY","5","39.2"
"Mason County, KY","85","487.2"
"Meade County, KY","50","170.6"
"Menifee County, KY","32","506.6"
"Mercer County, KY","62","290.5"
"Metcalfe County, KY","22","220.2"
"Monroe County, KY","22","202.9"
"Montgomery County, KY","88","327.5"
"Morgan County, KY","11","81.6"
"Muhlenberg County, KY","127","405.0"
"Nelson County, KY","261","588.2"
"Nicholas County, KY","17","241.9"
"Ohio County, KY","33","137.2"
"Oldham County, KY","116","186.7"
"Owen County, KY","6","55.8"
"Owsley County, KY","3","64.0"
"Pendleton County, KY","37","254.7"
"Perry County, KY","68","240.5"
"Pike County, KY","131","203.8"
"Powell County, KY","26","208.4"
"Pulaski County, KY","105","165.4"
"Robertson County, KY","2","90.3"
"Rockcastle County, KY","28","164.0"
"Rowan County, KY","135","576.4"
"Russell County, KY","42","239.4"
"Scott County, KY","133","271.1"
"Shelby County, KY","227","519.8"
"Simpson County, KY","37","210.5"
"Spencer County, KY","38","218.3"
"Taylor County, KY","85","342.7"
"Todd County, KY","32","253.1"
"Trigg County, KY","46","319.7"
"Trimble County, KY","32","362.9"
"Union County, KY","222","1469.4"
"Warren County, KY","458","391.7"
"Washington County, KY","56","471.7"
"Wayne County, KY","48","231.0"
"Webster County, KY","58","430.5"
"Whitley County, KY","84","235.8"
"Wolfe County, KY","13","180.8"
"Woodford County, KY","45","179.6"
"Acadia Parish, LA","303","489.9"
"Allen Parish, LA","81","316.8"
"Ascension Parish, LA","387","344.8"
"Assumption Parish, LA","106","459.6"
"Avoyelles Parish, LA","223","536.2"
"Beauregard Parish, LA","133","366.5"
"Bienville Parish, LA","110","776.8"
"Bossier Parish, LA","480","389.8"
"Caddo Parish, LA","2,424","941.9"
"Calcasieu Parish, LA","1,080","555.3"
"Caldwell Parish, LA","32","319.7"
"Cameron Parish, LA","6","90.5"
"Catahoula Parish, LA","66","643.3"
"Claiborne Parish, LA","130","771.0"
"Concordia Parish, LA","103","503.9"
"De Soto Parish, LA","193","715.5"
"East Baton Rouge Parish, LA","2,595","584.3"
"East Carroll Parish, LA","70","924.9"
"East Feliciana Parish, LA","71","355.8"
"Evangeline Parish, LA","201","596.1"
"Franklin Parish, LA","131","636.0"
"Grant Parish, LA","79","353.0"
"Iberia Parish, LA","569","769.8"
"Iberville Parish, LA","200","600.5"
"Jackson Parish, LA","66","406.4"
"Jefferson Parish, LA","1,532","352.7"
"Jefferson Davis Parish, LA","96","305.5"
"Lafayette Parish, LA","1,222","538.0"
"Lafourche Parish, LA","412","424.6"
"Lasalle Parish, LA","56","376.5"
"Lincoln Parish, LA","404","858.0"
"Livingston Parish, LA","258","195.6"
"Madison Parish, LA","136","1115.6"
"Morehouse Parish, LA","222","809.2"
"Natchitoches Parish, LA","377","955.0"
"Orleans Parish, LA","4,292","1160.0"
"Ouachita Parish, LA","1,657","1067.2"
"Plaquemines Parish, LA","62","259.5"
"Pointe Coupee Parish, LA","73","321.6"
"Rapides Parish, LA","783","592.8"
"Red River Parish, LA","86","953.2"
"Richland Parish, LA","186","889.6"
"Sabine Parish, LA","80","329.2"
"St. Bernard Parish, LA","169","407.1"
"St. Charles Parish, LA","169","322.0"
"St. Helena Parish, LA","52","471.1"
"St. James Parish, LA","108","498.4"
"St. John The Baptist Parish, LA","278","621.4"
"St. Landry Parish, LA","498","596.6"
"St. Martin Parish, LA","377","715.2"
"St. Mary Parish, LA","298","556.7"
"St. Tammany Parish, LA","508","212.2"
"Tangipahoa Parish, LA","872","705.1"
"Tensas Parish, LA","29","584.6"
"Terrebonne Parish, LA","740","662.2"
"Union Parish, LA","107","475.0"
"Vermilion Parish, LA","231","393.9"
"Vernon Parish, LA","356","657.3"
"Washington Parish, LA","214","458.9"
"Webster Parish, LA","333","814.0"
"West Baton Rouge Parish, LA","83","344.9"
"West Carroll Parish, LA","42","365.4"
"West Feliciana Parish, LA","40","259.1"
"Winn Parish, LA","76","505.1"
"Androscoggin County, ME","457","424.9"
"Aroostook County, ME","103","145.6"
"Cumberland County, ME","746","262.6"
"Franklin County, ME","75","244.8"
"Hancock County, ME","108","198.0"
"Kennebec County, ME","367","301.7"
"Knox County, ME","76","191.7"
"Lincoln County, ME","62","181.2"
"Oxford County, ME","114","198.3"
"Penobscot County, ME","432","281.2"
"Piscataquis County, ME","37","214.3"
"Sagadahoc County, ME","85","242.1"
"Somerset County, ME","92","177.4"
"Waldo County, ME","55","141.3"
"Washington County, ME","83","255.2"
"York County, ME","521","261.8"
"Allegany County, MD","194","262.2"
"Anne Arundel County, MD","1,540","279.6"
"Baltimore County, MD","3,025","369.6"
"Calvert County, MD","269","300.0"
"Caroline County, MD","122","373.8"
"Carroll County, MD","263","157.3"
"Cecil County, MD","213","209.3"
"Charles County, MD","839","556.4"
"Dorchester County, MD","167","514.2"
"Frederick County, MD","581","242.5"
"Garrett County, MD","57","190.6"
"Harford County, MD","448","180.2"
"Howard County, MD","492","164.2"
"Kent County, MD","55","275.2"
"Montgomery County, MD","2,421","240.5"
"Prince George's County, MD","6,037","683.7"
"Queen Anne's County, MD","96","197.8"
"St. Mary's County, MD","302","277.0"
"Somerset County, MD","146","559.1"
"Talbot County, MD","135","354.8"
"Washington County, MD","490","328.4"
"Wicomico County, MD","709","704.8"
"Worcester County, MD","218","422.9"
"Baltimore City, MD","7,714","1238.8"
"Barnstable County, MA","441","205.3"
"Berkshire County, MA","337","258.9"
"Bristol County, MA","1,628","295.5"
"Dukes County, MA","41","244.2"
"Essex County, MA","2,709","357.8"
"Franklin County, MA","110","153.8"
"Hampden County, MA","2,858","612.6"
"Hampshire County, MA","366","228.2"
"Middlesex County, MA","3,634","235.9"
"Nantucket County, MA","25","242.0"
"Norfolk County, MA","1,484","217.3"
"Plymouth County, MA","1,502","300.7"
"Suffolk County, MA","6,084","811.6"
"Worcester County, MA","2,320","287.7"
"Alcona County, MI","11","103.7"
"Alger County, MI","5","52.7"
"Allegan County, MI","261","233.2"
"Alpena County, MI","33","112.9"
"Antrim County, MI","49","210.0"
"Arenac County, MI","22","142.0"
"Baraga County, MI","10","114.7"
"Barry County, MI","109","184.5"
"Bay County, MI","304","283.8"
"Benzie County, MI","36","207.0"
"Berrien County, MI","941","603.1"
"Branch County, MI","104","237.6"
"Calhoun County, MI","795","590.0"
"Cass County, MI","102","196.0"
"Charlevoix County, MI","60","230.1"
"Cheboygan County, MI","41","159.0"
"Chippewa County, MI","103","264.1"
"Clare County, MI","43","139.7"
"Clinton County, MI","135","176.6"
"Crawford County, MI","28","200.1"
"Delta County, MI","67","181.8"
"Dickinson County, MI","67","255.6"
"Eaton County, MI","317","293.5"
"Emmet County, MI","91","276.7"
"Genesee County, MI","3,165","757.0"
"Gladwin County, MI","42","164.6"
"Gogebic County, MI","36","224.5"
"Grand Traverse County, MI","251","282.1"
"Gratiot County, MI","92","218.9"
"Hillsdale County, MI","92","198.8"
"Houghton County, MI","32","86.9"
"Huron County, MI","34","104.7"
"Ingham County, MI","1,824","645.9"
"Ionia County, MI","134","209.7"
"Iosco County, MI","19","74.9"
"Iron County, MI","15","129.6"
"Isabella County, MI","247","349.7"
"Jackson County, MI","761","475.2"
"Kalamazoo County, MI","1,826","716.2"
"Kalkaska County, MI","42","245.8"
"Kent County, MI","3,512","571.0"
"Keweenaw County, MI","8","362.6"
"Lake County, MI","20","174.2"
"Lapeer County, MI","136","154.1"
"Leelanau County, MI","40","185.0"
"Lenawee County, MI","217","219.2"
"Livingston County, MI","289","157.9"
"Luce County, MI","2","30.8"
"Mackinac County, MI","16","143.7"
"Macomb County, MI","2,362","278.4"
"Manistee County, MI","26","105.6"
"Marquette County, MI","170","250.7"
"Mason County, MI","54","188.3"
"Mecosta County, MI","130","298.7"
"Menominee County, MI","61","256.9"
"Midland County, MI","144","172.1"
"Missaukee County, MI","18","119.8"
"Monroe County, MI","339","224.7"
"Montcalm County, MI","195","309.0"
"Montmorency County, MI","9","94.8"
"Muskegon County, MI","1,356","797.0"
"Newaygo County, MI","140","292.0"
"Oakland County, MI","3,471","284.2"
"Oceana County, MI","84","320.0"
"Ogemaw County, MI","36","168.0"
"Ontonagon County, MI","3","46.8"
"Osceola County, MI","38","163.3"
"Oscoda County, MI","5","58.2"
"Otsego County, MI","47","195.4"
"Ottawa County, MI","757","280.8"
"Presque Isle County, MI","17","129.6"
"Roscommon County, MI","46","190.6"
"Saginaw County, MI","1,255","632.8"
"St. Clair County, MI","439","273.4"
"St. Joseph County, MI","177","290.4"
"Sanilac County, MI","69","163.0"
"Schoolcraft County, MI","12","143.5"
"Shiawassee County, MI","155","223.8"
"Tuscola County, MI","98","179.1"
"Van Buren County, MI","192","255.1"
"Washtenaw County, MI","1,444","411.1"
"Wayne County, MI","17,532","978.1"
"Wexford County, MI","93","285.3"
"Aitkin County, MN","20","125.5"
"Anoka County, MN","968","288.1"
"Becker County, MN","63","190.8"
"Beltrami County, MN","209","462.1"
"Benton County, MN","98","252.1"
"Big Stone County, MN","4","77.4"
"Blue Earth County, MN","262","402.7"
"Brown County, MN","35","137.8"
"Carlton County, MN","100","283.1"
"Carver County, MN","111","118.2"
"Cass County, MN","74","260.4"
"Chippewa County, MN","14","115.3"
"Chisago County, MN","101","188.9"
"Clay County, MN","190","315.5"
"Clearwater County, MN","16","184.4"
"Cook County, MN","6","115.9"
"Cottonwood County, MN","20","171.7"
"Crow Wing County, MN","123","195.7"
"Dakota County, MN","1,003","247.7"
"Dodge County, MN","59","291.5"
"Douglas County, MN","55","151.0"
"Faribault County, MN","20","140.4"
"Fillmore County, MN","30","143.7"
"Freeborn County, MN","101","325.4"
"Goodhue County, MN","112","241.4"
"Grant County, MN","6","100.9"
"Hennepin County, MN","5,829","492.1"
"Houston County, MN","28","148.8"
"Hubbard County, MN","15","73.4"
"Isanti County, MN","67","175.2"
"Itasca County, MN","128","282.9"
"Jackson County, MN","18","175.0"
"Kanabec County, MN","14","87.6"
"Kandiyohi County, MN","117","275.7"
"Kittson County, MN","1","22.2"
"Koochiching County, MN","20","151.7"
"Lac Qui Parle County, MN","3","42.1"
"Lake County, MN","26","240.0"
"Lake Of The Woods County, MN","6","151.5"
"Le Sueur County, MN","41","148.3"
"Lincoln County, MN","6","103.3"
"Lyon County, MN","50","194.4"
"Mcleod County, MN","62","172.1"
"Mahnomen County, MN","19","344.2"
"Marshall County, MN","10","105.5"
"Martin County, MN","25","122.1"
"Meeker County, MN","27","117.0"
"Mille Lacs County, MN","70","272.0"
"Morrison County, MN","53","160.2"
"Mower County, MN","90","228.9"
"Murray County, MN","7","81.5"
"Nicollet County, MN","75","227.6"
"Nobles County, MN","46","212.1"
"Norman County, MN","5","75.3"
"Olmsted County, MN","460","312.8"
"Otter Tail County, MN","73","127.4"
"Pennington County, MN","24","170.3"
"Pine County, MN","58","198.5"
"Pipestone County, MN","8","85.3"
"Polk County, MN","71","225.5"
"Pope County, MN","11","100.8"
"Ramsey County, MN","2,696","517.2"
"Red Lake County, MN","12","294.5"
"Redwood County, MN","16","100.8"
"Renville County, MN","24","156.3"
"Rice County, MN","120","185.9"
"Rock County, MN","12","125.6"
"Roseau County, MN","17","109.6"
"St. Louis County, MN","750","374.3"
"Scott County, MN","246","181.9"
"Sherburne County, MN","181","202.1"
"Sibley County, MN","20","132.4"
"Stearns County, MN","402","265.0"
"Steele County, MN","84","231.4"
"Stevens County, MN","7","71.9"
"Swift County, MN","8","83.2"
"Todd County, MN","20","81.5"
"Traverse County, MN","5","145.9"
"Wabasha County, MN","57","266.3"
"Wadena County, MN","8","58.4"
"Waseca County, MN","46","239.8"
"Washington County, MN","393","161.0"
"Watonwan County, MN","33","296.6"
"Wilkin County, MN","12","181.4"
"Winona County, MN","136","264.8"
"Wright County, MN","197","154.7"
"Yellow Medicine County, MN","15","147.7"
"Adams County, MS","274","851.8"
"Alcorn County, MS","161","432.4"
"Amite County, MS","53","408.8"
"Attala County, MS","169","884.7"
"Benton County, MS","25","289.1"
"Bolivar County, MS","504","1480.9"
"Calhoun County, MS","119","801.7"
"Carroll County, MS","58","557.8"
"Chickasaw County, MS","199","1141.1"
"Choctaw County, MS","25","299.1"
"Claiborne County, MS","166","1770.9"
"Clarke County, MS","125","757.5"
"Clay County, MS","117","574.2"
"Coahoma County, MS","511","1989.8"
"Copiah County, MS","279","965.0"
"Covington County, MS","130","665.4"
"Desoto County, MS","901","541.6"
"Forrest County, MS","822","1071.3"
"Franklin County, MS","51","646.6"
"George County, MS","107","467.4"
"Greene County, MS","52","364.0"
"Grenada County, MS","178","824.0"
"Hancock County, MS","174","383.9"
"Harrison County, MS","1,423","734.6"
"Hinds County, MS","3,078","1240.2"
"Holmes County, MS","305","1600.8"
"Humphreys County, MS","155","1683.0"
"Issaquena County, MS","9","639.2"
"Itawamba County, MS","114","487.4"
"Jackson County, MS","648","462.9"
"Jasper County, MS","130","786.0"
"Jefferson County, MS","97","1268.3"
"Jefferson Davis County, MS","120","993.5"
"Jones County, MS","402","588.7"
"Kemper County, MS","79","762.8"
"Lafayette County, MS","346","686.8"
"Lamar County, MS","97","167.7"
"Lauderdale County, MS","671","835.8"
"Lawrence County, MS","105","833.0"
"Leake County, MS","222","955.7"
"Lee County, MS","723","849.8"
"Leflore County, MS","519","1644.7"
"Lincoln County, MS","215","617.2"
"Lowndes County, MS","373","625.6"
"Madison County, MS","549","557.4"
"Marion County, MS","173","656.2"
"Marshall County, MS","351","960.0"
"Monroe County, MS","229","629.3"
"Montgomery County, MS","120","1136.4"
"Neshoba County, MS","309","1041.0"
"Newton County, MS","219","1014.0"
"Noxubee County, MS","141","1262.3"
"Oktibbeha County, MS","441","900.7"
"Panola County, MS","418","1214.1"
"Pearl River County, MS","185","335.8"
"Perry County, MS","44","364.1"
"Pike County, MS","303","756.0"
"Pontotoc County, MS","119","392.1"
"Prentiss County, MS","80","316.0"
"Quitman County, MS","106","1359.1"
"Rankin County, MS","499","342.8"
"Scott County, MS","297","1051.4"
"Sharkey County, MS","66","1378.7"
"Simpson County, MS","132","482.2"
"Smith County, MS","84","514.3"
"Stone County, MS","49","271.5"
"Sunflower County, MS","366","1285.7"
"Tallahatchie County, MS","206","1364.9"
"Tate County, MS","183","642.1"
"Tippah County, MS","104","473.7"
"Tishomingo County, MS","60","306.0"
"Tunica County, MS","198","1895.6"
"Union County, MS","129","471.4"
"Walthall County, MS","65","430.5"
"Warren County, MS","374","777.2"
"Washington County, MS","678","1354.2"
"Wayne County, MS","138","669.1"
"Webster County, MS","35","348.2"
"Wilkinson County, MS","52","549.7"
"Winston County, MS","127","669.5"
"Yalobusha County, MS","87","703.9"
"Yazoo County, MS","295","1043.7"
"Adair County, MO","70","273.0"
"Andrew County, MO","48","276.0"
"Atchison County, MO","4","72.5"
"Audrain County, MO","131","511.2"
"Barry County, MO","54","151.4"
"Barton County, MO","24","194.4"
"Bates County, MO","29","173.7"
"Benton County, MO","27","142.5"
"Bollinger County, MO","21","169.3"
"Boone County, MO","1,110","657.9"
"Buchanan County, MO","517","575.6"
"Butler County, MO","207","481.4"
"Caldwell County, MO","25","274.3"
"Callaway County, MO","116","261.0"
"Camden County, MO","96","218.8"
"Cape Girardeau County, MO","163","211.4"
"Carroll County, MO","20","219.7"
"Carter County, MO","12","191.6"
"Cass County, MO","292","290.5"
"Cedar County, MO","31","224.2"
"Chariton County, MO","15","195.9"
"Christian County, MO","209","262.1"
"Clark County, MO","7","100.3"
"Clay County, MO","840","369.3"
"Clinton County, MO","50","244.1"
"Cole County, MO","374","489.8"
"Cooper County, MO","52","296.6"
"Crawford County, MO","48","193.7"
"Dade County, MO","15","198.4"
"Dallas County, MO","18","107.3"
"Daviess County, MO","17","205.8"
"Dekalb County, MO","13","101.0"
"Dent County, MO","29","185.6"
"Douglas County, MO","14","103.0"
"Dunklin County, MO","127","398.6"
"Franklin County, MO","256","252.6"
"Gasconade County, MO","36","240.2"
"Gentry County, MO","20","293.9"
"Greene County, MO","1,336","475.9"
"Grundy County, MO","36","348.3"
"Harrison County, MO","20","228.9"
"Henry County, MO","74","334.0"
"Hickory County, MO","8","85.2"
"Holt County, MO","8","171.7"
"Howard County, MO","24","235.5"
"Howell County, MO","120","295.7"
"Iron County, MO","22","211.0"
"Jackson County, MO","5,521","814.8"
"Jasper County, MO","587","508.6"
"Jefferson County, MO","440","199.9"
"Johnson County, MO","314","576.5"
"Knox County, MO","3","73.4"
"Laclede County, MO","103","290.9"
"Lafayette County, MO","76","229.6"
"Lawrence County, MO","108","281.3"
"Lewis County, MO","25","246.1"
"Lincoln County, MO","118","221.2"
"Linn County, MO","28","224.3"
"Livingston County, MO","50","332.2"
"Mcdonald County, MO","44","192.0"
"Macon County, MO","36","231.6"
"Madison County, MO","22","176.3"
"Maries County, MO","9","99.5"
"Marion County, MO","139","482.6"
"Mercer County, MO","7","188.3"
"Miller County, MO","53","214.3"
"Mississippi County, MO","59","412.6"
"Moniteau County, MO","44","280.5"
"Monroe County, MO","8","92.1"
"Montgomery County, MO","29","241.3"
"Morgan County, MO","22","109.3"
"New Madrid County, MO","74","400.4"
"Newton County, MO","180","304.7"
"Nodaway County, MO","99","423.5"
"Oregon County, MO","7","63.6"
"Osage County, MO","15","108.2"
"Ozark County, MO","8","83.2"
"Pemiscot County, MO","76","419.8"
"Perry County, MO","30","157.5"
"Pettis County, MO","171","404.4"
"Phelps County, MO","109","241.0"
"Pike County, MO","57","307.6"
"Platte County, MO","267","289.9"
"Polk County, MO","81","260.6"
"Pulaski County, MO","319","597.4"
"Putnam County, MO","7","141.8"
"Ralls County, MO","29","282.7"
"Randolph County, MO","101","399.1"
"Ray County, MO","73","316.7"
"Reynolds County, MO","9","135.1"
"Ripley County, MO","24","171.1"
"St. Charles County, MO","870","235.7"
"St. Clair County, MO","26","273.4"
"Ste. Genevieve County, MO","37","207.0"
"St. Francois County, MO","190","288.6"
"St. Louis County, MO","5,379","537.5"
"Saline County, MO","67","285.4"
"Schuyler County, MO","13","295.9"
"Scotland County, MO","4","81.8"
"Scott County, MO","130","332.3"
"Shannon County, MO","9","108.1"
"Shelby County, MO","10","160.4"
"Stoddard County, MO","86","288.3"
"Stone County, MO","32","101.2"
"Sullivan County, MO","12","182.8"
